COMMENT_ID,DATE,CONTENT,CLASS
_2viQ_Qnc6-PfOjDtTwbTalW_5TRtvBKMcHZdDrcI2o,48:01.8,i watched this because of the large amount of views and now i am convinced it is because that girl is so hot,0
z13qgviizlv1d1c1422lylyahqz2h1zm5,00:07.0,sub me if you dont like the song﻿,1
z13djfvhftzqdxlql04chviyzoroz52wroo0k,01:41.9,"when i see this back in 2015 i ask myself how people got to like this song. seems like Gangnam style copied this style though, might just be me but yea﻿",0
z12lj5vp4umotnlo004cg5fhpz2svlkaeyg0k,56:24.6,Check out this video on YouTube:﻿,1
_2viQ_Qnc68ked0J7OAfephXPfR-pvW7HiuIC5ZRduI,07:09.7,adf.ly /KlD3Y,1
z13hhrvguty1drrkk23ie1ywjn31zj0sl,50:58.0,Such a good song ans Katy sounds great over the melody. Im growing as an  artist everyday from my hit song 'CRAZY' which has got my name out there.  cant thank my fans more for their support. If you could take a moment? to  check it and my music? maybe you'll join me to make my dream come true :)  thank you for your time﻿,1
z13lwnoznomnynobc04cd5oylkz4vbngkhk,26:24.0,wow!!!!!! increible song!!!!!!!!!﻿,0
_2viQ_Qnc685RPw1aSa1tfrIuHXRvAQ2rPT9R06KTqA,33:27.9,Shakira is the best dancer,0
z13ay5zytl3icfrij04cc1kakqb4cpu4oks0k,03:41.0,In my opinion I think you look better with black hair then blond hair : )﻿,0
_2viQ_Qnc6_yBt8UGMWyg3vh0PulTqcqyQtdE7d4Fl0,17:52.3,Shakira u are so wiredo,0
z13pitkr5prbgf3ja04cjjg4qme3txjpyqc0k,56:54.0,"Haha its so funny to see the salt of westerners that top views of youtube  goes to video they dont even understand, keep the salt up!﻿",0
z12pwjsybq35ux1kd22cddmjpunribtzf04,53:35.9,I lovet﻿,0
z131xvagrrnevlmao04cf1dq2or1snlqkso0k,03:35.0,Please share and help to my Friend! http://www.gofundme.com/jormis  Thank  you very much!﻿,1
_2viQ_Qnc69IkplAQG3gXtQ9y40h_rrQsgjJk3v_MOk,35:01.1,Love it,0
z12zjdapzmexcbnsu23qgphzyubsihwsu,29:17.0,"Why the fuck this keeps updated? Comments :""5 minutes ago"" Song: ""2 years and  4 months ago""﻿",0
z132sv2requjwv5rt04chf5hvqmlx3taayw0k,53:58.7,"Hey, it&#39;s Charlie from Lost﻿",0
z12wypgrswvfcnpnv22yzxjpftvvc5p22,41:57.9,watch this with sound off!﻿,0
z13ehf4g5z2rivxhm04cfjdyhl2kwljzsjs,11:54.7,super﻿,0
z13qfx0atsepgjsjn04cdniyxw21y3qqarg0k,35:44.1,I could finally do the spongebob but I started yesterday XD﻿,0
z12sub0pnwzlgnz0r23pwvaqtuveyxr1z,50:29.1,you cant stop the shuffle﻿,0
z13cyrkatpfnixkis04cinqqhmbuvhspvqk0k,35:49.0,"THIS IS A COMPETITION TO MEET MY IDOLS, IT WOULD MEAN SO MUCH IF YOU GUYS  WILL LIKE THIS PIC ON IG! http://instagram.com/p/smZdivopxb/﻿",1
z12jwtvwcrmks1xbe04ch5nikwnscb4iqr40k,45:58.5,Your the best♣♥﻿,0
z124zbcigmbfvhpru04cepdx2vikibhp42c,30:20.0,"If the shitty Chinese Government didn't block YouTube over there, there'd  be close to 3 billion views right now. ﻿",0
z120tv4aborbjtpuo22ecxvx2rqmsrhck,25:22.2,"LMFAO - Party Rock Anthem ft. Lauren Bennett, Goo…: <a href=""https://youtu.be/KQ6zr6kCPj8"">https://youtu.be/KQ6zr6kCPj8</a>     <br />BOX MAN GOT SOME MOVES! :D HE MAKES MEH SMILE﻿",0
z12yehjxukfljxa2x23iyhoqjna4zp0mi,15:55.0,EVERYBODY PLEASE VOTE KATY AT EMA 2014 !!!!!  Best song  Best female Best pop Best live Best look  Best video  PLEASE VOTE KATY !!!!! PLEASE PLEASE PLEASE !!!!! VOTE VOTE VOTE !!!!! KATY KATY KATY !!!!!﻿,1
z13fgt5wtsf3znibb04cgrfgasztuv5q5wk0k,43:22.0,"THIS HAS MORE VIEWS THAN QUEEN AND MICHAEL JACKSON, 2 BILLION views omg﻿",0
z12dddjgvrnvtxkni22gsfdzqmu2z1qmm,46:33.0,Still a very fun music video to watch! ﻿,0
_2viQ_Qnc68hNPCfXGAxIxW9V7wcDDxSdp-gyHTkgho,56:04.8,best song eva,0
z12yivpznrezu3gyf04ce11xdvmquxzjdo00k,42:06.0,"To everyone joking about how he hacked to get 2 billion views because  there's a certain amount of people or whatever,  He actually did buy views.﻿",0
z13ijz1zetarj31dk22nfl0qvyneyxn0l,43:48.7,Check out this video on YouTube:الإعلانات<br /><br /><br /><br /><br /><br />لل﻿,1
_2viQ_Qnc68o-ddWZf7571X8w1r4L1zFzYihOdQ0tAY,43:57.4,I always have goose bumps at that part,0
z133dbir3vbttld3122mdjtjyq3dc35z504,15:33.4,I lovee it ♥﻿,0
z13gdhroxseayvg3d23lglzztnzzylcbp04,53:54.3,Check out this video on YouTube:﻿,1
z12re1q41uvxf3lkf22zzpdo4mj2cflxq04,46:26.8,still.. this reminds me of 1 years back when i was do shuffle everyday﻿,0
z13csdjytri2zxib404cf52g5szadlnbmf0,19:26.5,i like it :)﻿,0
z12zfn0hzpazglcqa04cel05ixmujrq4ns40k,23:37.6,Eminem and Rihanna sing the song very well.﻿,0
z12ps3yhzryuzlg4504cezaxkwrjx3cpkgg,46:16.8,"Shakira you are so beautiful. You are lovely, lively.. We love you.﻿",0
z12byh5aau33evli204cits4yxmsht0qjrg0k,39:21.2,SERIOUSLY HOW DID THEY COME UP WITH THAT BEAT IT IS INSANELY GOOD HOLY FUCK﻿,0
z13affyr3pbbxv0ur235g3dptufrtb5zl04,13:00.9,Hello I&#39;m from Bulgaria﻿,0
z13rcnlyamexujnf022vcrb5qouetpjz404,58:10.9,Shuffle﻿,0
z13oulsz0uzyxflr304cjds5jqbmej1b3mg0k,35:10.2,awesome song ever﻿,0
z12ghl3g3lfvsz5lh223u10jnyvgflune,02:07.1,Nice﻿,0
z13ew5agxpmnifz3223ljn1rtvidtj0fp,17:02.7,This awesome song needed 4 years to reach to 800 mil views while Tango Switch bitch needed 1 year. its not fairrrrrrr﻿,0
_2viQ_Qnc6_8ffRCQd5tgg-gWMV557Vkqa4Yz1P4m8s,46:13.3,Nice song ^_^,0
_2viQ_Qnc68mfmp-D4hvnrhJa3Z4I1G4FbP0hvk2rA4,36:28.1,Shakira :-*,0
z13uhbtohvm4yxq0d22lvbyx3ratct1ju04,42:57.0,Please help me go to college guys! Thanks from the bottom of my heart.  https://www.indiegogo.com/projects/i-want-to-go-to-college--19/x/9082175﻿,1
z121tf4iwyrivvpsf232dhho5k33dvxy204,37:18.8,I love this song so much﻿,0
z12scbmwdyaogtjcc223gjn4dpzmerkt3,01:46.6,This song is true because it is insane because boys will do this to a girl and it is not true that people say that a guy will never do it to a girl but boys YOU LIERS NOW STOP TREATING US GIRLS THIS WAY YOU ALL SUCK!﻿,0
z13wgdwwuralul0ki23fuxqxvrbmunwkf,42:30.2,ILOVETHISSONG﻿,0
_2viQ_Qnc6_lxLB2IBIspObma9o3R5-8SwQnc8zq9Sk,24:49.5,Shakira is perfect,0
z13sdfarvyi4trxew23owjhxfsv2zrmgw04,44:44.7,I cried this song bringing back some hard memories﻿,0
z13ghh0z5z3li1q1i22jdjma0xn2z535404,52:56.9,Awsome<br />﻿,0
z12otb5xdp3bdhwxo04cg5ga3kqvi1erzfw,09:00.5,So he&#39;s admitting he killed his girlfriend???﻿,0
z13ywdzqsnmjhts2v22qzrhpxzn5frizg04,43:55.4,i totally love this song. absolutely fantastic! i love ya shakira!﻿,0
z12ntlcqht2bvjewi04cf1up0xjvs5lq3mc0k,51:52.0,just checking the views﻿,0
_2viQ_Qnc686iGqhAHKEeclAngy8MjvOxAo1hFpatHc,38:13.9,"Part 5. Comforter of the afflicted, pray for us Help of Christians, pray for us Queen of Angels, pray for us Queen of Patriarchs, pray for us Queen of Prophets, pray for us Queen of Apostles, pray for us Queen of Martyrs, pray for us Queen of Confessors, pray for us Queen of Virgins, pray for us Queen of all Saints, pray for us Queen conceived without original sin, pray for us Queen of the most holy Rosary, pray for us Queen of the family, pray for us Queen of peace, pray for us ",1
z12lth44woywehejy04cilgh2lejztjapi0,03:59.5,super music﻿,0
z13jtvmwoqjvsxj4p04cdhbwswnsf5qqv24,43:55.0,This song makes me want to drink bleach﻿,0
z13ptzarkk3efzkwc04cij4pdva4yhqzlq40k,14:40.9,5 years and i still dont get the music video help someone?﻿,0
z12wy3fjlwnexjpzw04cf5ubzkudvfdinn00k,44:00.0,It looks so real and my daughter is a big fan and she likes a lot of your  songs.﻿,0
z13nv5tycmikx3syi04cdv5bmruufbrqjyk0k,28:10.0,Best song ever ﻿,0
z13rjvjx1qbrsf5ng233tbgyyxy2wroqu04,00:28.9,I remember when this used to be so popular all around at the time.<br />I still love it.﻿,0
z13atpsx4ojrh3ze323nfbz4fzztjbik3,45:43.2,Check out this video on YouTube:﻿,1
z12mfpupfyqairrzh04cf5v5ppeldjha53c,57:09.9,"This song is just insane.<br />Do you dance listening to this song?( i do, lol)﻿",0
z12vilga4u3yjpvse23pst05vsy0xtikh,09:09.7,Sick Music for sick females﻿,0
z13pi3zgwsqlitvtb23nzjermmfivrvrl04,27:06.0,"Charlie, heroin will do that to you.﻿",0
z13xgdojpwbbu54ta233yvar1t3jszxvt,44:57.0,Check out this video on YouTube:﻿,1
z12mdpxzzvmxwfevl23juhzibvqyvp52s,33:46.0,Katy Perry's songs are the best of the songs of women artists.﻿,0
z13xw1iqty25xhrcb23eg3yjrzift5yfq,44:36.3,"check it out free stuff for watching videos and filling surveys<br /><br /><a href=""http://www.prizerebel.com/index.php?r=1446084"">http://www.prizerebel.com/index.php?r=1446084</a>﻿",1
z12fgphykwn0vb2du23ftzmjulq0z1olv,51:59.5,Hello from Russia comes to the channel subscribe﻿,1
z123jlf4lzjbgpbcr23yhxyqbpe3gxpvm,46:38.0,EHI GUYS CAN YOU SUBSCRIBE IN MY CHANNEL? I AM A NEW YOUTUBER AND I PLAY  MINECRAFT THANKS GUYS!... SUBSCRIBE!﻿,1
z12qzr1q3vqdghaln23asbvwhrmftzrox04,37:07.0,I still to this day wonder why this video is so popular ?? illuminati  confirmed ??﻿,0
z125gx4g5wemgtyvr23ryvlrbxjvwl2mi,18:31.0,the most viewed youtube video of all time?﻿,0
z13xit5agm2zyh4f523rst2gowmbx5bml,34:55.0, Once you have started reading do not stop. If you do not subscribe to me  within one day you and you're entire family will die so if you want to stay  alive subscribe right now.﻿,1
_2viQ_Qnc6-uO31Z6WO5RUUpcrJ43ISst2uruk4y6TI,16:47.8,God she is so hot,0
z13oxduriwbjvd41y235g1k4porjcr2xu04,59:26.0,why tiger succumbs to a beautiful girl ?.probably male tiger.....????   ha.ha.ha..﻿,0
LZQPQhLyRh9U7Lv_DKpJ7lawpBCotxfgHzBy93Tk028,36:00.0,2 Billions in 2014,0
z13lih3oztyagltwo04ceh3rezv2hfx5aj4,55:30.4,nice song﻿,0
z13etzhwwvzye1oav04cehnitxf5cx2xkts0k,30:39.0,8 million likes xD even the subscribers not 8 million xD﻿,0
z13df5jp4umzg3jhw04chniaxlviirc4hqs0k,29:11.7,Very Nice !!!<br />Yeah Fucking.﻿,0
z13ithgi0zjwz15rn04cclkgxpafydzocrs0k,32:46.0,Imagine this in the news crazy woman found acting like a tiger and bit jims  ear off﻿,0
z12pgtzpkxugxrgvr234y53aaofptbql4,29:57.2,Way was their a guy warring a robot head.﻿,0
z13mwftg2ozrfpmzm04cjpaxuqv0tpygyl00k,53:36.0,this song never get's old &lt;3 ﻿,0
z13wsnj44xfigrbse22iubv5kmebxlebm04,00:34.0,"https://apps.facebook.com/my-polls/utsitcompetition2014?from=user_link&amp;ref_id=ouxg5e .  Please open this link and vote for  anand niketan international school, the  project name is project Fr-e-dom and share it with  yours friend.﻿",1
z12xxjkwevvjzvvms22xz3sjqovty3qip04,48:21.0,"Just coming to check if people are still viewing this video. And  apparently, they still do.﻿",0
z130fjzbglzugzfdx23cipvotlrkdpepo04,07:11.0,"666,002,018 views! 666 million. 666! Katy Perry illuminati confirmed!!!﻿",0
z13ucxdzemugi1v5n04ccjloko25drfb4js,35:42.0,"9 year olds be like, 'How does this have 2 billion views when there are  only 3 people in the world'﻿",0
z12rd3vqqsjydb35a04cfxi4kprfxruh5ew,01:04.0,how is this shit still relevant ﻿,0
z13nujhysyf3ftvgt04ccrd4szrxcvzbvt00k,58:21.0,This video is so racist!!! There are only animals.﻿,0
z12xdtdgitfgyxa0y23sxbvrwp3owpjgd04,18:24.1,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock.﻿",0
_2viQ_Qnc6-MfwtDpLuGhWQ2o-4TN6bmxidyzSzQuc0,17:46.3,"Hello everyone :) I know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! I don’t have any money for advertisements, no chance of getting heard, nothing... If this comes off as spam, sorry. I am a video animator, just trying to make it up into the video animation industry. Please give me the chance to prove myself to you. Please visit my channel, subscribe if you like and thumb this comment up, so everyone can see! Thank You! ",1
z12ehhxzutqbsjrpq04ccjlqhrv5y3dzkn40k,12:14.0,I think this is now a place to promote channels in the comment section lol.﻿,0
z12fud04ypiisp4gu04ccbrobq2fzlbawsc0k,27:17.0,i&#39;m watching this on summer 2015﻿,0
z12rc1ebfvrmufz5w04ccl2pmt3ih5dymq40k,09:22.0,The first comment is chuck norrus ovbiously :D﻿,0
z135f3rwwnjafnnrv04cirmifl3lipewgl40k,01:34.0,Made in china....﻿,0
z121djwacsnbjhafe22nfvj5fuqti5i0t,49:36.3,one of the BEST SONGS in music history﻿,0
z13bhfphlnbjsb4n123huzyy1urufxjp004,22:59.0,"blue eyes, can't be trusted.  uranus bless america.﻿",0
z12rsjsiimjkjfkwt04ccbgosvrbgxupxu00k,12:06.0,Mix - PSY - GANGNAM STYLE (강남스타일) M/V: PSY - GANGNAM STYLE (강남스타일) M/V﻿,0
z12jud4o3n34v5wph04ce3db0y2njn55gog0k,00:37.0,Admit it you just came here to check the number of viewers ﻿,0
z13mwrzgekanfjbnw23pgfwzwzf4wxgwv04,27:42.2,Rihanna is absolutely gorgeous in this video.﻿,0
z121gdxzazm3cplce234g5uheyn4c5e4104,57:57.0,she is horrible at acting. cringe-worhty.﻿,0
z12vvnza4rq5tvzou04cgxeookraexq5opo0k,02:09.0,"http://www.bing.com/explore/rewards?PUBL=REFERAFRIEND&amp;CREA=RAW&amp;rrid=_0f9fa8aa-243a-5c2f-c349-ede05ea397ca Bing rewards, earn free money. AND NO U CANT GET UR VIRUS IN BLUE!﻿",1
z13kvvkixzvadn5ii04chnnbsvn3w1pq5dk,22:06.0,psy=korean﻿,0
z12osrsgan34db4eh223gbwr4urwhzfzv04,33:19.6,I love it and my mom to﻿,0
z13zjp3povzzsp3xi04cgvtgwpfiy1faigo,35:31.1,some classsic :))))﻿,0
z12ojfkgxxrxurgvz23vxxjg2rabwlikn,12:10.6,like if ur watchin in 90000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                                              1﻿,1
z13lgffb5w3ddx1ul22qy1wxspy5cpkz504,30:19.0,Nice song﻿,0
z13byjoiuqvhctxc423ahhxafrizwhfto,01:03.0,This is the best of the best video in world!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,0
z12wc5uotu3gz1pwd04ce1ly2vjuvxphxuk0k,34:08.9,Good song:-)﻿,0
z12kulnquwqogxxj104chtgr4vbxvt4zg5k,00:50.0,VOTE FOR KATY FOR THE EMAs! #KATYCATS  http://tv.mtvema.com/artists/katy-perry/i38xh1﻿,1
z13fcn1wfpb5e51xe04chdxakpzgchyaxzo0k,28:08.0,I don't now why I'm watching this in 2014﻿,0
z12phhz5snysw5yn122xtjtiennhtlqc5,41:47.3,"Don&#39;t love someone soo much, love the way u lie..﻿",0
z133gz1qly2kit14004cgfuznyqezxay4uk0k,57:49.4,"Shuffling all the way with LMFAO! I like this one, wish I could shuffle like these crazy dudes﻿",0
z13vg3dgkqjycpttg23bvl2pwzzzwnteo,56:36.4,LMFAO best songs ever!﻿,0
z12xdzogizvptt10e221cxqx2uvsslggp04,23:20.1,Waka waka !!!﻿,0
z12nf31pdvqmjdoyt04cdn3xzvajgrihnfo,50:10.3,this is increidebl﻿,0
z12dfr5irwr5chwm3232gvnq2laqcdezn04,04:20.3,I am going to blow my mind﻿,0
z13wz10yyn3wz3fu523zzzeackarhvpu4,16:56.0,Check out this video on YouTube:﻿,1
z13idj4w4yy5g1mx104cd3rwetmew3kq554,12:16.5,First they were fighting... Then they were making out...﻿,0
z13yjbgh1qzmxly5o04cfxm5vumeibdgq1w,46:14.0,I love her green eyes﻿,0
z12cwnzbunaji14ah04cf3jizmzpz3igxj4,46:31.0,WHY DOES THIS HAVE 2 BILLION VIEWS THIS SONG IS SO ANNOYING﻿,0
z134d5u5gkeeudxkj234wpgbxxezi1eb104,33:07.6,eminem is a ginius stop!﻿,0
_2viQ_Qnc6_umVgV0fI-CSScDHuFxNHIVvezCGhajW8,01:20.9,Shakira is very beautiful,0
z13cfr5o3mnyez4ju04ce3whmvflg1fifl00k,38:34.2,Awesome﻿,0
z12bf3fptyfkzh44n04cdbxbnyanujcy2u00k,39:10.7,So underrated better<br />Than  Katy perry :/ but in not saying Katy is bad but she has no meaning to her songs. Shakira has<br />Meaningful songs these are the songs which bring memories and vibe&#39;s. I will miss it.   <br />   ﻿,0
z13pup2w2k3rz1lxl04cf1a5qzavgvv51vg0k,44:25.9,love the you lie the good﻿,0
z12ehbuw2zunyfrlh23ycpzadxm3x5ekl,57:11.3,every bady yust have a good time﻿,0
z12nsvmo4yrifjeg504cfdvrhm2vt5p4wfg,28:10.9,"cool song check out my animal trafficking petition.<br /><a href=""http://www.thepetitionsite.com/387/433/550/stop-animal-trafficking/?cid=headerClick"">http://www.thepetitionsite.com/387/433/550/stop-animal-trafficking/?cid=headerClick</a>﻿",1
z13nvtepirfuhrral04cc10xkkygibq53t40k,48:41.0,If I get 300 subscribers by tomorrow I'll do a epic Hunger Games Video! ﻿,1
z13tjzdqhsmvvh2kr22isbsg1nmydd51v,35:44.7,Me and my big sister like you﻿,0
z13gdxtwjrjoczd5h04cejcqqpedxxoyn34,44:13.6,Love the video ﻿,0
z12rt5qylz3ny5qdv221epkhvsvxwlgjz04,19:11.4,"super nice, love musique﻿",0
z13qxj4avoquihrc322byvrxrxasvviac04,10:39.0,NOKIA spotted﻿,0
_2viQ_Qnc69Ic8yEMHsemUQiq01-kwwqnbDowMO9kdM,38:26.8,I love dis song!! 3,0
z12uftqhewi0v3ozj04cgnyylzjitrozgv00k,42:37.7,I like it<br />﻿,0
_2viQ_Qnc6_m4670hGGDwGjYreYnRR8359YYmuS_lDA,24:14.6,"Hello everyone :) I know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! I don’t have any money for advertisements, no chance of getting heard, nothing. I live in such a small town... If this comes off as spam, sorry. I’m an instrumental songwriter from Columbus, Mississippi. Please go to my channel and check out my original music. It would be highly appreciated if you thumbs up this comment so my music can be heard! Thank you, Adam Whitney ",1
z123eldrazr3wlyd222zitmg1y2jin1rf04,19:31.1,love!!!!﻿,0
z131yf5grx3hv1rxb04cdx0zexadztqgxrg0k,59:39.0,That's Good :)﻿,0
z12iubmp2mv1txfsy235vb2xdqirufcp304,03:01.0,How can this music video get 2 billion views while im the only one watching  here on earth?????? lol﻿,0
z13wj1pgwlfjjjn4d04cilo5nwnhsbdavzg0k,16:51.0,Loool nice song funny how no one understands (me) and we love it﻿,0
z13xwz5p3xq4zxdyv04cir2ammejxj15n2c,57:11.9,5 years later i still love this song <br />~Axy665﻿,0
z13tsbc5vvn0hdozz04chjt51lq1cvris0k,56:36.0,857.482.940 views AWESOME !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,0
z12yc35j4vmxyfghs04ch3jhcyukjpqzvbw,32:55.2,best song ever (y)﻿,0
z135hlk5grfwjhmym04ced0gyzrvsn5avuw0k,31:38.4,I like shakira..﻿,0
z12zgfgp1rzzct4ft23jxrwozxabfnjjv04,25:27.0,"NEW GOAL!   3,000,000!  Let's go for it!﻿",0
z13rynciopfrjhjjp04ccb4zazr4hrerjf0,16:09.0,curti? click here ?  https://www.facebook.com/demiilovatofas?ref=hl   https://www.facebook.com/pages/Frases-Secretas/448800865296855?ref=hl﻿,1
z13gw3uz2kfkcf3np22nsvz4zkr0u5xzl04,09:56.0,"""eye of the tiger"" ""i am the champion"" seems like katy perry is using  titles of old rock songs for lyrics..﻿",0
z12bwhjbwl3twfayl04cjl0bfriocdkauk40k,33:48.7,Rihanna is so beautiful and amazing ♥♥♥♥♥love her so much♥♥♥♥ forever RiRi fan ♥ ♥ ♥ ♥ ♥ ♥ ﻿,0
z13vvheilmf1cbqfr22ge1rwqszpcvbgc04,54:50.0,Katy has a voice of an Angel﻿,0
z125tj4zjlngxfvxr04cg5wyhkmxhxloesk0k,08:44.0,"#nowplaying ""Weekendmix"" track 04 : Katy Perry - Roar (DJ Denis Shmelev &amp; DJ Alex Serov Remix) http://youtu.be/CevxZvSJLk8   Listen live at: www.smartfm.nl/livestream.html﻿",1
z13idnfjpl3njhnyv04ccfuzwsryhpcbkjg,58:22.0,Is that tiger called 'Katty Purry'?﻿,0
z13iyvl5vzqledtym04cirookpa1edwpvuw0k,24:05.0,https://www.paidverts.com/ref/tomuciux99 esyest money ever. join to our  team!!!!﻿,1
z12ywjeyiwu3jdqvq22ptpzpowithfaz204,27:43.2,I love this song up to the moon &gt;3 you are Rocks!﻿,0
z12wyxvyuyiach5og04cclng3ujizpmbtg0,13:21.7,so many comments.﻿,0
z12aezowoqbjf3sn223hc1xrita3f3oz404,18:42.0,Remove This video its wank﻿,0
z13xxf3qlq2bxpm1o22zidpqbn2tfpcjr04,46:54.7,This Song is AWESOME!!!!﻿,0
z13nctv5kwyetr3q504ce3443mqbhns4xu40k,11:22.0,Love this song makes me wanna dance! ﻿,0
z13nt3s53sbnupdoc04cjpuwhzvdh5gyr04,34:14.0,3:46 so cute!﻿,0
z13lgjxz2teyzdxmu23ze3ng1qmjgbsme,47:50.3,Lol I love this song﻿,0
z12rihewvsi0fxgui23bi31bulqvfj5vk,11:50.9,BEAUTIFUL,0
z12nivexgtecgn3dd233jpupkve4gztnk,02:18.8,....I stil lisening this :)﻿,0
z13jzr151zb4cfmqs04chbrbukncfhzxy40,10:30.0,2 billion views wow not even baby by justin beibs has that much he doesn't  deserve a capitalized name﻿,0
z13dexprepfgfjjai04cetejapnqxjq4fj0,19:56.0,Katy has conqueror's haki &gt;:)﻿,0
z12ied2xrpvuyrhkw224hxphqrzeev5s2,47:29.8,"Rihana, Love Me. :(﻿",0
z13bevebfqauylm4h04cidqh4xuoy5ayrlo0k,21:58.0,Wow she is sexy XD﻿,0
z125ed041z3phrqsu234vljydn35jhadw,23:16.0,cool﻿,0
z131uprw3qv4w5iou04cjbbgtvjedpoonvs0k,34:27.2,"Help shakira&#39;s waka waka be the first song by a female artist to reach 1 billion views.<br />(dark horse is ahead by roughly 100 million more views, and roar has only 50 million more views)<br /><a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0"">https://www.youtube.com/watch?v=pRpeEdMmmQ0</a>﻿",1
z13yvbabmkemtbqk122repparnvhudrgr04,35:13.0,;-)﻿,0
z13egr0zgknxttdyj04ci54ofzamcpuipng0k,28:02.6,Party time!﻿,0
z121znjjloycwtjf2233dfo5esfggn3lj,03:12.0,"now its 1,884,034,783 views! pls. comment the view count the next hour :P﻿",0
z130ut4izmyus5xr504cfzrx1umeglx4urg0k,04:45.0,"Nature is beautiful, no need to place tits in video to impress people.﻿",0
z13isrygru30wbjmy23refqxdzizyp3xy04,00:06.7,Is that Megan Fox?﻿,0
z12uyzhazxqkzbrzz04cedqpkwzdvjyy3u40k,21:52.0,Why does a song like this have more views than Michael Jackson SMH﻿,0
z13fyrra1pres5hbj04chzwabkels11pe5c,40:19.3,&lt;3 this song so much.SHAKIRA YOUR A REALLY GOOD ARTIST.﻿,0
z12zzvtjxkn1tvdpy04cgvcrxprhypz5oek,48:53.0,I love roar and Katy Perry. She is my favorite singer and sometimes I just  mute the volume and look at her!﻿,0
z12jeraoczqvvbkmz23hsbcptweedlrxx04,26:42.0,just came to check the view count﻿,0
z12quxxp2vutflkxv04cihggzt2azl34pms0k,00:08.6,I love song ﻿,0
z13kjhwrdtvjzbbtc22ag3u4nmaocb023,18:04.0, I love your music ﻿,0
z12wddhwuqintd14y04cif5i5z3vxjfwd5s,19:43.7,Lol thats the guy from animal planet and lost. And the girl is megan fox i think hahah ﻿,0
z12tdhsicp3qubmdx23mehm5ipjnvdoyc04,50:59.0,Check out this playlist on YouTube:י<br /><br /><br /><br />⛺🏤⛺⛺﻿,1
z12ittrwwxexxzwve23rehuylwzfcx5rt04,04:26.5,Great song﻿,0
z120hptrylzqzdsoj04cepaonmuyyr1afj0,24:24.6,NICE :3﻿,0
z13mh3ih5xqtdvt3z22xdhvp4pfhxfmhz04,26:50.0,You gonna hear me ROARRRR.....﻿,0
z12qd1vx5xjecxvxu04cevnpmmqve30jgrk0k,41:30.1,"I like so much this music,  good ﻿",0
z121szzyozr4vpqqc04cdn5g4zjhutdosdw,04:05.8,EVERYONE PLEASE SUBSCRIBE TO MY CHANNEL OR CAN YOU ALL JUST GO LOOK AT MY VIDEOS ﻿,1
z13ufngwhsmyedddo23yhp3hroypufsmz,01:51.7,I love music﻿,0
z12sjrqiurm3sd4rh04chz4oplrmhzmgzmg0k,01:15.0,prehistoric song..has been﻿,0
LZQPQhLyRh9MSZYnf8djyk0gEF9BHDPYrrK-qCczIY8,34:21.0,just for test I have to say murdev.com,1
z13mel5zokapi1ax004cg3goburlghkwdk40k,45:05.0,"see it all, human folly right?﻿",0
z12gwzbqipbzyt0dg232zfya0qzpudm0e,36:37.0,Check out this video on YouTube:﻿,1
z124czqqpmefyrxa204cd5jgrwqoctipvuo0k,44:42.0,http://9gag.com/gag/aAVpwj9/ =)﻿,1
z13vxnwwdxjqtlp5v04chjpw1waps5rrbqo0k,14:30.1,"This song is like an oreo, the black part is good but the white part is better﻿",0
z12tvfbi0sntvhgzw04cgf35lymwivhqepo0k,36:30.0,She's an old Whore!﻿,0
z13durqh1sb4iv14q04cep3jenmavh4ajqg0k,02:38.4,Love it!!!!!!!!!!!!!!!!💜﻿,0
z134i3ya3xn2cthzj04cef445l21ylwxzmc0k,44:39.0,I like the Mmph version better﻿,0
z13vu1mhmw3jzv5zr04cf5rr2xvdzxw4dcc,13:41.1,Check out this video on YouTube:﻿,1
z13hcfwhxwazujhxc04cc5m5wk2vsxd5sxk0k,30:11.8,Check out this playlist on YouTube:﻿,1
z13zyrkzxm21hblzq04cgl4yslaoc1zh52g,56:46.0,And somehow she has access to makeup in the middle of the woods...﻿,0
z12vwdpzylnfhdhoc04cfxhbdrjqed2rjh4,53:03.0,How can this song have 629 million views while there are only 7 million  people in the world?﻿,0
z12qfpcgnmjcgfqh104cd3fptuuxzxcp0i4,12:42.0,YOUTUBE MONEY !!!!!!!!!!!!!!!!!!!!!!!﻿,0
z133uthy3uvscvxox04cfr1bjw2idvehcxw0k,55:34.0,"And after the video ends, a 13 ft. boa constrictor squeezes her to death.﻿",0
z12lhvxwjyzperfrk04cg13yoyjefnv5hy40k,42:56.6,i love Rihanna 😍😍😍😍[♧from Thailand♧]﻿,0
z13wtr2yssezhdaqa04cjvbody3qwjhpwk00k,59:37.0,2:05. Hahahahah ﻿,0
