,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
673,20,FV,75.0,7862,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3.0,1,6,27,1,0,1191,1218,GasA,4,Y,SBrkr,1218,0,0,1218,0.0,0.0,2,0,2,1,2,4,Typ,0,0.0,Attchd,2009.0,3,2.0,676.0,3.0,3.0,Y,0,102,0,0,0,0,0,0,NA,0,9,2009,New,Partial,208300
674,20,RL,80.0,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,203.0,0,1,CBlock,3,3.0,1,3,658,1,0,638,1296,GasA,2,Y,SBrkr,1496,0,0,1496,0.0,0.0,2,0,3,1,2,6,Typ,0,0.0,Attchd,1960.0,2,2.0,450.0,3.0,3.0,Y,0,22,0,0,0,0,0,3,NA,0,2,2008,WD ,Normal,141500
675,80,RL,78.0,12090,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,7,1984,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,1,2,CBlock,4,3.0,1,1,0,1,0,585,585,GasA,4,Y,SBrkr,1140,728,0,1868,0.0,0.0,3,1,3,1,1,7,Typ,1,3.0,BuiltIn,1984.0,3,2.0,477.0,3.0,3.0,Y,268,112,0,0,147,0,0,0,NA,0,1,2007,WD ,Abnorml,178000
676,20,RL,85.0,10533,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1956,1956,Hip,CompShg,VinylSd,VinylSd,BrkFace,244.0,1,3,CBlock,3,3.0,1,3,773,1,0,235,1008,GasA,2,Y,SBrkr,1024,0,0,1024,1.0,0.0,1,0,2,1,2,5,Typ,2,3.0,Attchd,1956.0,1,1.0,313.0,3.0,3.0,Y,0,0,0,0,280,0,0,0,NA,0,8,2006,WD ,Normal,157500
677,190,RM,63.0,7627,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,2fmCon,2Story,4,6,1920,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,0,2,BrkTil,2,,1,1,0,1,0,600,600,GasA,3,N,SBrkr,1101,600,0,1701,0.0,0.0,2,0,4,2,0,8,Typ,0,0.0,NA,1978.3773873185637,0,0.0,0.0,0.0,0.0,N,0,0,148,0,0,0,0,0,NA,0,10,2009,WD ,Normal,94550
678,60,RL,80.0,10240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,2,2,PConc,4,3.0,2,1,0,1,0,1030,1030,GasA,3,Y,SBrkr,1038,1060,0,2098,0.0,0.0,2,1,3,1,3,8,Typ,1,4.0,Attchd,2005.0,2,3.0,878.0,3.0,3.0,Y,192,52,0,0,0,0,0,0,NA,0,3,2006,WD ,Normal,275500
679,60,RL,92.0,12003,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,BrkFace,84.0,2,2,PConc,5,3.0,1,1,0,1,0,774,774,GasA,4,Y,SBrkr,774,1194,0,1968,0.0,0.0,2,1,4,1,3,8,Typ,1,4.0,BuiltIn,2009.0,3,3.0,680.0,3.0,3.0,Y,0,75,0,0,0,0,0,0,NA,0,5,2010,New,Partial,269500
680,20,RL,102.0,11660,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3.0,3,1,0,1,0,1326,1326,GasA,4,Y,SBrkr,1326,0,0,1326,0.0,0.0,2,0,3,1,2,6,Typ,0,0.0,Attchd,2006.0,3,2.0,427.0,3.0,3.0,Y,100,0,0,0,0,0,0,0,NA,0,7,2006,New,Partial,174190
681,160,FV,68.62270742358079,5105,Pave,NA,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,PConc,4,3.0,1,6,239,1,0,312,551,GasA,4,Y,SBrkr,551,551,0,1102,0.0,0.0,2,1,2,1,2,4,Typ,0,0.0,Detchd,2004.0,1,2.0,480.0,3.0,3.0,Y,0,60,0,0,0,0,0,0,NA,0,3,2007,WD ,Normal,148800
682,20,RL,60.0,8172,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,None,0.0,1,2,CBlock,3,3.0,1,3,167,1,0,697,864,GasA,2,Y,SBrkr,864,0,0,864,1.0,0.0,1,0,2,1,1,5,Typ,0,0.0,Detchd,1957.0,1,2.0,572.0,3.0,3.0,N,0,0,0,0,0,0,0,0,NA,0,4,2006,WD ,Normal,115000
683,60,RL,74.0,7632,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,96.0,2,2,PConc,4,3.0,1,1,0,1,0,784,784,GasA,4,Y,SBrkr,831,754,0,1585,0.0,0.0,2,1,3,1,2,7,Typ,0,0.0,Attchd,2005.0,2,2.0,449.0,3.0,3.0,Y,100,77,0,0,0,0,0,0,NA,0,3,2006,WD ,Normal,184900
684,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,9,1900,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,BrkTil,3,3.0,1,1,0,1,0,930,930,GasW,2,N,SBrkr,930,636,0,1566,0.0,0.0,2,0,3,1,2,7,Typ,0,0.0,Detchd,1930.0,1,1.0,288.0,3.0,3.0,Y,54,228,246,0,0,0,0,0,NA,0,4,2010,WD ,Abnorml,150000
685,50,RL,80.0,17120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,1959,1959,Gable,CompShg,WdShing,Plywood,None,0.0,1,2,CBlock,0,0.0,0,0,0,0,0,0,0,GasA,2,Y,SBrkr,1120,468,0,1588,0.0,0.0,2,0,4,1,1,7,Min2,1,4.0,Detchd,1991.0,3,2.0,680.0,3.0,3.0,N,0,59,0,0,0,0,0,0,NA,0,7,2008,WD ,Normal,134432
686,20,RL,65.0,11625,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,1,2,CBlock,4,3.0,1,5,596,1,0,220,816,GasA,2,Y,SBrkr,816,0,0,816,1.0,0.0,1,0,2,1,1,4,Typ,0,0.0,Attchd,1983.0,3,1.0,264.0,3.0,3.0,Y,330,0,0,0,0,0,0,3,NA,0,5,2007,WD ,Normal,139000
687,20,RL,67.0,9808,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,2,2,PConc,4,3.0,1,6,788,1,0,785,1573,GasA,4,Y,SBrkr,1573,0,0,1573,1.0,0.0,2,0,3,1,2,6,Typ,0,0.0,Attchd,2002.0,2,2.0,544.0,3.0,3.0,Y,0,72,0,0,0,0,0,0,NA,0,3,2009,WD ,Normal,227000
688,20,RL,60.0,8250,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1963,1963,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,2,CBlock,3,3.0,1,5,288,1,0,765,1053,GasA,3,Y,SBrkr,1053,0,0,1053,1.0,0.0,1,0,3,1,2,6,Typ,0,0.0,2Types,1994.0,2,2.0,692.0,3.0,3.0,Y,240,0,0,0,109,0,0,0,NA,0,7,2007,WD ,Normal,142100
689,160,FV,24.0,2544,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,PConc,4,3.0,1,1,0,1,0,600,600,GasA,4,Y,SBrkr,520,623,80,1223,0.0,0.0,2,1,2,1,2,4,Typ,0,0.0,Detchd,2005.0,2,2.0,480.0,3.0,3.0,Y,0,166,0,0,0,0,0,0,NA,0,7,2006,WD ,Normal,147400
690,60,RL,82.0,9452,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,423.0,2,2,PConc,4,3.0,1,6,1074,1,0,322,1396,GasA,4,Y,SBrkr,1407,985,0,2392,1.0,0.0,2,1,3,1,2,7,Typ,1,3.0,Attchd,1997.0,3,3.0,870.0,3.0,3.0,Y,0,70,0,0,0,0,0,0,NA,0,6,2006,WD ,Normal,348000
691,20,RL,80.0,14695,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1966,2008,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,1,3,CBlock,3,3.0,1,5,1387,1,0,175,1562,GasA,3,Y,SBrkr,1567,0,0,1567,1.0,0.0,2,0,2,1,2,5,Typ,2,4.0,Attchd,1966.0,1,2.0,542.0,3.0,3.0,Y,0,110,0,0,342,0,0,2,NA,0,7,2009,WD ,Normal,256000
692,60,RL,83.0,10019,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Hip,CompShg,VinylSd,VinylSd,BrkFace,397.0,2,2,PConc,4,3.0,1,5,527,1,0,815,1342,GasA,4,Y,SBrkr,1358,1368,0,2726,0.0,0.0,2,1,4,1,2,9,Typ,1,5.0,Attchd,1995.0,2,3.0,725.0,3.0,3.0,Y,307,169,168,0,0,0,0,0,NA,0,6,2006,WD ,Normal,350000
693,120,RL,68.0,7820,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2007,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,362.0,3,2,PConc,5,3.0,1,1,0,1,0,1869,1869,GasA,4,Y,SBrkr,1869,0,0,1869,0.0,0.0,2,0,2,1,3,6,Typ,1,4.0,Attchd,2007.0,2,2.0,617.0,3.0,3.0,Y,210,54,0,0,0,0,0,0,NA,0,12,2007,New,Partial,318061
694,30,RL,67.0,5604,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,0.0,1,2,CBlock,3,3.0,1,3,468,1,0,396,864,GasA,2,N,FuseA,864,0,0,864,1.0,0.0,1,0,2,1,1,5,Typ,0,0.0,NA,1978.3773873185637,0,0.0,0.0,0.0,0.0,Y,0,0,96,0,0,0,0,0,NA,0,4,2008,WD ,Normal,98000
695,20,RL,105.0,13693,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosA,PosA,1Fam,1Story,10,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,472.0,3,2,PConc,5,3.0,4,6,2288,1,0,342,2630,GasA,4,Y,SBrkr,2674,0,0,2674,2.0,0.0,2,1,2,1,3,8,Typ,2,4.0,Attchd,2007.0,3,3.0,762.0,3.0,3.0,Y,360,50,0,0,0,0,0,0,NA,0,3,2009,WD ,Normal,610000
696,120,RL,68.62270742358079,3196,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,2,2,PConc,4,3.0,4,1,0,1,0,1273,1273,GasA,4,Y,SBrkr,1456,0,0,1456,0.0,0.0,2,0,2,1,2,7,Typ,1,3.0,Attchd,2003.0,3,2.0,400.0,3.0,3.0,Y,143,20,0,0,0,0,0,0,NA,0,5,2006,WD ,Normal,215000
697,20,RL,70.0,8050,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1993,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,2,CBlock,3,3.0,1,5,474,4,38,437,949,GasA,2,Y,SBrkr,1107,0,0,1107,1.0,0.0,1,0,3,1,2,5,Typ,0,0.0,Attchd,1967.0,2,1.0,308.0,3.0,3.0,Y,88,64,0,0,0,0,0,0,NA,0,3,2007,WD ,Normal,127000
698,60,RL,68.62270742358079,12388,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1991,Gable,CompShg,Plywood,Plywood,BrkFace,229.0,1,2,CBlock,4,3.0,1,5,602,1,0,441,1043,GasA,2,Y,SBrkr,1539,1134,0,2673,0.0,0.0,2,1,4,1,2,9,Typ,1,3.0,BuiltIn,1980.0,2,2.0,441.0,3.0,3.0,Y,178,84,0,0,0,0,0,0,NA,0,8,2009,WD ,Normal,249000
699,50,RL,124.0,18600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,3,4,1938,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,2,CBlock,3,3.0,2,4,288,2,684,0,972,GasA,2,Y,FuseA,1052,558,0,1610,0.0,1.0,2,0,4,1,0,8,Typ,1,4.0,Attchd,1938.0,2,1.0,480.0,3.0,3.0,Y,0,0,60,0,0,0,0,0,Shed,450,6,2010,WD ,Normal,124000
700,20,RM,90.0,7407,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,7,1957,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,2,CBlock,3,3.0,1,6,600,1,0,312,912,GasA,2,Y,FuseA,1236,0,0,1236,1.0,0.0,1,0,2,1,1,6,Typ,0,0.0,Attchd,1957.0,1,2.0,923.0,3.0,3.0,Y,0,158,158,0,0,0,0,3,NA,0,4,2010,WD ,Normal,149700
701,80,RL,80.0,9200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,BrkFace,98.0,1,2,CBlock,3,3.0,4,6,494,1,0,548,1042,GasA,2,Y,SBrkr,1042,0,0,1042,0.0,0.0,2,0,3,1,1,5,Typ,0,0.0,Attchd,1965.0,2,2.0,440.0,3.0,3.0,Y,192,0,0,0,0,0,0,4,NA,0,5,2007,WD ,Normal,161000
702,60,RL,68.62270742358079,10832,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1994,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,PConc,4,3.0,1,1,0,1,0,712,712,GasA,4,Y,SBrkr,1086,809,0,1895,0.0,0.0,2,1,3,1,2,7,Typ,1,3.0,Attchd,1994.0,3,2.0,409.0,3.0,3.0,Y,143,46,0,0,0,0,0,0,Shed,500,10,2008,WD ,Normal,194500
703,120,RM,32.0,4500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320.0,1,2,PConc,5,3.0,1,6,866,1,0,338,1204,GasA,4,Y,SBrkr,1204,0,0,1204,1.0,0.0,2,0,2,1,1,5,Typ,0,0.0,Attchd,1998.0,3,2.0,412.0,3.0,3.0,Y,0,247,0,0,0,0,0,0,NA,0,6,2009,WD ,Normal,162000
704,30,RM,50.0,5925,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1937,2000,Hip,CompShg,Stucco,Stucco,BrkCmn,435.0,1,2,BrkTil,2,3.0,1,3,168,1,0,739,907,GasA,2,Y,SBrkr,1131,0,0,1131,0.0,0.0,1,0,2,1,1,7,Typ,0,0.0,Detchd,1995.0,1,2.0,672.0,3.0,3.0,Y,0,72,0,0,0,0,0,3,NA,0,3,2007,WD ,Alloca,89471
705,20,RL,68.62270742358079,11341,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1957,1996,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,1,2,CBlock,4,3.0,1,5,1302,1,0,90,1392,GasA,2,Y,SBrkr,1392,0,0,1392,1.0,0.0,1,1,3,1,1,5,Mod,1,4.0,Detchd,1957.0,1,2.0,528.0,3.0,3.0,Y,0,0,0,0,95,0,0,0,NA,0,5,2010,WD ,Normal,121500
706,60,RL,83.0,13159,Pave,NA,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,1,2,PConc,5,3.0,3,1,0,1,0,846,846,GasA,3,Y,SBrkr,846,846,0,1692,0.0,0.0,2,1,3,1,2,6,Typ,0,0.0,Attchd,2009.0,2,2.0,650.0,3.0,3.0,Y,208,114,0,0,0,0,0,0,NA,0,7,2009,New,Partial,224500
707,20,RL,78.0,10140,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1974,Hip,CompShg,Plywood,Plywood,BrkFace,196.0,1,2,CBlock,3,3.0,1,5,888,1,0,228,1116,GasA,4,Y,SBrkr,1116,0,0,1116,1.0,0.0,2,0,3,1,1,6,Typ,1,3.0,Attchd,1974.0,2,2.0,528.0,3.0,3.0,Y,0,0,0,0,0,0,0,2,NA,0,4,2009,WD ,Normal,167900
708,60,RL,100.0,12191,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,515.0,2,2,PConc,4,3.0,3,6,1181,1,0,598,1779,GasA,4,Y,SBrkr,1779,772,0,2551,1.0,0.0,2,1,4,1,2,8,Typ,2,3.0,Attchd,1998.0,3,3.0,925.0,3.0,3.0,Y,76,61,0,0,0,0,0,0,NA,0,6,2007,WD ,Normal,384500
709,20,RL,68.62270742358079,12929,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1993,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,276.0,1,2,CBlock,3,3.0,4,6,697,1,0,384,1081,GasA,2,Y,SBrkr,1081,0,0,1081,1.0,0.0,1,0,3,1,1,5,Typ,0,0.0,CarPort,1960.0,1,1.0,401.0,3.0,3.0,Y,36,82,0,0,0,0,0,0,NA,0,6,2008,WD ,Normal,148000
710,90,RL,68.62270742358079,10547,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,5,5,1978,1978,Gable,CompShg,Plywood,Plywood,None,0.0,1,2,PConc,4,4.0,4,6,1152,1,0,0,1152,GasA,2,Y,SBrkr,1152,0,0,1152,2.0,0.0,2,0,2,2,1,6,Typ,0,0.0,Detchd,1960.0,1,1.0,252.0,3.0,2.0,N,0,0,0,0,0,0,0,0,NA,0,7,2009,WD ,Normal,159900
711,60,FV,79.0,10646,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,1,2,PConc,3,3.0,1,6,681,1,0,177,858,GasA,4,Y,SBrkr,872,917,0,1789,1.0,0.0,2,1,3,1,1,7,Typ,1,3.0,Attchd,2001.0,3,2.0,546.0,3.0,3.0,Y,0,0,0,0,0,0,0,0,NA,0,6,2008,WD ,Normal,223000
712,85,RL,68.62270742358079,10050,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,6,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,87.0,1,2,CBlock,3,3.0,3,6,602,1,0,191,793,GasA,4,Y,SBrkr,1280,0,0,1280,0.0,1.0,2,0,3,1,1,6,Typ,1,3.0,Basment,1966.0,3,2.0,432.0,3.0,3.0,Y,140,40,0,0,0,0,0,0,NA,0,6,2007,WD ,Normal,175000
713,20,RL,70.0,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,2,CBlock,3,3.0,1,3,612,1,0,252,864,GasA,4,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,2,1,1,5,Typ,0,0.0,Detchd,2008.0,1,1.0,300.0,5.0,5.0,Y,0,0,0,0,0,0,0,0,Shed,450,10,2009,WD ,Normal,127500
714,20,RL,61.0,8800,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,None,0.0,1,2,CBlock,4,3.0,2,2,532,3,144,364,1040,GasA,2,Y,SBrkr,1040,0,0,1040,0.0,0.0,2,0,3,1,2,5,Typ,0,0.0,Detchd,1977.0,1,2.0,484.0,3.0,3.0,Y,0,0,0,0,288,0,0,0,NA,0,9,2009,WD ,Normal,150500
715,20,RL,65.0,6860,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,54.0,1,2,CBlock,3,3.0,1,6,908,1,0,100,1008,GasA,4,Y,SBrkr,1008,0,0,1008,1.0,0.0,1,0,3,1,0,6,Typ,0,0.0,Detchd,1964.0,1,1.0,308.0,3.0,3.0,Y,0,0,0,0,0,0,0,0,NA,0,12,2007,WD ,Normal,131000
716,80,RL,68.62270742358079,10200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,8,1970,1970,Hip,CompShg,HdBoard,HdBoard,None,0.0,1,3,PConc,4,3.0,3,5,704,1,0,160,864,GasA,4,Y,SBrkr,904,0,0,904,0.0,0.0,1,0,3,1,2,5,Typ,0,0.0,2Types,1979.0,1,3.0,912.0,3.0,3.0,Y,143,0,0,0,0,0,0,3,NA,0,6,2008,WD ,Normal,144000
717,20,RL,80.0,12984,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,459.0,1,2,CBlock,4,3.0,2,5,1283,2,147,0,1430,GasA,4,Y,SBrkr,1647,0,0,1647,1.0,0.0,2,0,3,1,2,7,Typ,1,3.0,Attchd,1977.0,3,2.0,621.0,3.0,3.0,Y,0,0,0,0,0,0,0,0,NA,0,3,2006,WD ,Normal,217500
718,50,RL,81.0,8170,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,1929,1950,Gable,CompShg,Stucco,Wd Sdng,BrkFace,270.0,2,3,BrkTil,3,3.0,1,5,526,1,0,496,1022,GasA,4,Y,FuseA,1122,549,0,1671,0.0,0.0,2,0,4,1,1,7,Typ,1,4.0,Detchd,1963.0,1,2.0,451.0,3.0,3.0,Y,0,0,0,0,0,0,0,0,NA,0,2,2006,WD ,Normal,218000
719,20,RL,100.0,15602,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,8,1959,1997,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,1,2,CBlock,3,3.0,1,5,1247,1,0,254,1501,GasA,2,Y,SBrkr,1801,0,0,1801,1.0,0.0,2,0,1,1,1,6,Typ,2,3.0,Attchd,1959.0,3,2.0,484.0,3.0,3.0,Y,0,54,0,0,161,0,0,2,NA,0,3,2010,WD ,Normal,289000
720,20,RL,67.0,13070,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1951,1951,Hip,CompShg,MetalSd,MetalSd,None,0.0,1,2,CBlock,3,3.0,1,3,308,1,0,323,631,GasA,2,Y,FuseA,1112,0,0,1112,0.0,0.0,1,0,2,1,1,5,Typ,0,0.0,Basment,1951.0,1,2.0,480.0,3.0,3.0,Y,0,0,0,0,255,0,0,0,NA,0,10,2009,WD ,Normal,126000
721,80,RL,70.0,7910,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960,1960,Hip,CompShg,BrkFace,HdBoard,None,0.0,1,2,CBlock,3,3.0,1,5,666,1,0,409,1075,GasA,3,Y,SBrkr,1507,0,0,1507,0.0,0.0,2,0,4,1,1,7,Maj1,0,0.0,Basment,1960.0,1,1.0,404.0,3.0,3.0,Y,0,0,0,0,0,0,0,2,NA,0,8,2008,WD ,Normal,127000
722,160,FV,36.0,3951,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,10,5,1998,1999,Gable,CompShg,BrkFace,MetalSd,None,0.0,3,2,PConc,4,3.0,2,4,128,6,842,0,970,GasA,4,Y,SBrkr,1469,924,0,2393,1.0,0.0,2,1,2,1,3,7,Typ,1,3.0,Attchd,1998.0,3,2.0,846.0,3.0,3.0,Y,0,90,0,0,94,0,0,0,NA,0,2,2008,WD ,Normal,345000
723,50,RM,52.0,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,2,BrkTil,3,3.0,1,1,0,1,0,966,966,GasA,4,Y,SBrkr,1014,412,0,1426,0.0,0.0,1,0,3,1,1,6,Typ,1,4.0,Detchd,1930.0,1,1.0,230.0,2.0,3.0,Y,174,0,96,0,0,0,0,4,NA,0,7,2007,WD ,Normal,131750
