visits,total_sales,credit_card,sales_product_category_1,sales_product_category_2,sales_product_category_3,sales_product_category_4,sales_product_category_5,sales_product_category_6,sales_product_category_7,sales_product_category_8,sales_product_category_9,sales_product_category_10,sales_product_category_11,sales_product_category_12,sales_product_category_13,sales_product_category_14,sales_product_category_15,sales_store_1,sales_store_2,sales_store_3,sales_store_4,sales_last_3_months,sales_last_month,sales_last_6_months,sales_last_year,margin,promos,days_on_file,days_between_purchases,markdown,crossbuy,coupons,individual_items,stores_visited,phone_on_file,online_shopper,attempts,conversions,product_uniformity,days_between_visits,customer_type,returns,conversion
1,120.74,1,0.51,0.0,0.0,0.0,0.0,0.0,0.12,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.24,25.5,0.0,0.0,0.0,0.0,0.0,0.51,15,491,491.0,0.36,3,0,5,2,Y,0,7,0,41.1,61.37,1,0.0,1
14,190.72,0,0.2,0.0,0.0,0.07,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.73,73.99,0.0,34.99,56.5,190.72,0.0,0.55,3,526,37.57,0.26,7,3,21,7,Y,0,0,0,5.69,10.95,5,1.65,1
25,489.64,1,0.14,0.02,0.03,0.03,0.02,0.03,0.02,0.0,0.03,0.0,0.0,0.0,0.004294,0.01,0.03,0.0,0.0,489.64,0.0,0.0,0.0,39.35,0.0,0.5,21,643,25.72,0.3,20,1,52,6,Y,0,10,6,2.84,12.6,10,1.66,1
10,250.47,0,0.11,0.0,0.0,0.0,0.14,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.25,0.0,0.0,250.47,0.0,0.0,0.0,172.99,14.99,0.59,7,475,47.5,0.13,4,2,10,3,Y,0,1,0,12.5,19.79,15,1.22,1
6,125.96,0,0.0,0.0,0.14,0.19,0.2,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.96,0.0,85.98,30.0,85.98,0.0,0.33,15,580,96.66,0.24,6,0,9,3,N,0,4,2,11.04,32.22,46,0.59,1
2,129.98,0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.07,0.0,0.0,0.0,0.0,129.98,0.0,0.0,0.0,119.98,0.0,0.47,4,561,280.5,0.07,3,0,3,1,N,0,1,0,62.13,70.12,4,0.0,0
1,116.98,0,0.23,0.0,0.33,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,34.99,81.99,0.0,0.0,0.0,0.0,0.0,0.44,4,250,250.0,0.2,4,0,5,2,Y,0,0,0,27.43,83.33,3,0.0,0
6,567.42,0,0.19,0.0,0.0,0.2,0.18,0.19,0.11,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.46,155.96,0.0,0.0,91.49,0.0,0.59,21,667,111.16,0.13,9,0,17,2,Y,0,9,2,16.83,41.68,8,0.05,1
5,575.71,1,0.31,0.0,0.02,0.15,0.0,0.0,0.03,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,560.72,14.99,0.0,164.99,0.0,437.98,57.48,0.53,22,677,135.4,0.22,6,2,17,3,Y,0,8,4,34.9,30.77,4,0.0,0
7,314.97,0,0.0,0.0,0.0,0.04,0.25,0.11,0.0,0.25,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,97.97,0.0,27.99,0.0,77.98,0.0,0.68,2,361,51.57,0.02,5,0,6,5,N,0,1,0,15.14,32.81,11,0.34,0
3,445.99,0,0.25,0.04,0.0,0.0,0.0,0.25,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.99,0.0,0.0,0.0,150.0,0.0,0.65,22,363,121.0,0.07,6,0,12,2,N,0,6,1,24.88,90.75,16,0.1,0
15,1160.23,1,0.21,0.05,0.02,0.06,0.12,0.1,0.06,0.17,0.02,0.0,0.0,0.007370999999999999,0.009214,0.01,0.03,0.0,411.25,748.98,0.0,327.64,71.6,1160.23,0.0,0.42,8,179,11.93,0.41,16,2,57,4,Y,0,2,2,12.13,3.37,10,0.12,1
31,1855.29,1,0.11,0.01,0.0038439999999999998,0.01,0.2,0.04,0.03,0.1,0.1,0.0,0.0,0.0032979999999999997,0.02,0.0017079999999999999,0.04,19.5,0.0,1828.8,6.99,254.21,19.5,628.31,0.0,0.36,20,698,22.51,0.33,23,5,83,13,Y,0,8,3,8.45,8.94,38,0.47,1
4,348.99,0,0.16,0.0,0.14,0.0,0.0,0.55,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,107.99,0.0,10.0,10.0,49.0,0.0,0.65,4,362,90.5,0.02,4,0,8,2,Y,0,1,1,37.06,51.71,12,0.0,0
16,263.75,0,0.17,0.0,0.0,0.08,0.11,0.05,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.01,0.0,0.0,0.0,263.75,0.0,113.9,0.0,79.6,0.0,0.45,19,630,39.37,0.31,14,2,30,3,Y,0,10,3,6.67,18.52,15,1.35,0
1,557.97,1,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,557.97,0.0,0.0,0.0,0.0,557.97,0.56,19,313,313.0,0.43,2,0,2,1,Y,0,8,0,68.78,52.16,4,0.0,1
2,332.97,1,0.0,0.0,0.0,0.54,0.15,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.0,0.0,33.0,299.97,0.0,0.0,0.0,215.97,0.0,0.53,17,472,236.0,0.25,7,1,11,2,Y,0,8,2,38.08,52.44,18,0.0,0
1,114.97,0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.97,0.0,0.0,0.0,114.97,0.0,0.54,5,556,556.0,0.11,2,0,5,1,Y,0,0,0,65.96,185.33,18,0.0,1
17,964.53,1,0.09,0.03,0.05,0.14,0.05,0.12,0.06,0.07,0.04,0.0,0.0,0.02,0.06,0.02,0.0,0.0,0.0,955.53,9.0,568.03,311.6,810.93,0.0,0.47,5,187,11.0,0.39,22,0,61,2,Y,0,2,2,7.08,2.71,50,0.23,1
2,105.23,0,0.64,0.03,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,71.23,0.0,0.0,0.0,34.0,71.23,0.38,5,313,156.5,0.21,3,0,4,2,Y,0,1,0,51.68,156.5,23,0.0,0
4,254.39,1,0.27,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.43,0.0,0.0,0.0,0.0,324.79,0.0,0.0,0.0,0.0,69.59,0.57,19,645,161.25,0.24,8,0,12,4,Y,0,9,2,26.82,46.07,30,0.27,0
7,706.48,1,0.34,0.0,0.0,0.04,0.23,0.0,0.08,0.06,0.2,0.0,0.0,0.0,0.01,0.0,0.0,0.0,671.35,12.64,22.49,141.0,141.0,432.48,0.0,0.65,19,606,86.57,0.09,9,1,16,3,Y,0,10,4,22.97,30.3,18,0.0,1
3,179.28,0,0.3,0.0,0.0,0.0,0.23,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.78,14.5,0.0,96.78,0.0,96.78,0.0,0.47,8,264,88.0,0.38,4,0,8,4,Y,1,1,0,36.03,22.0,15,0.0,0
12,798.35,1,0.25,0.17,0.01,0.11,0.0,0.15,0.07,0.0,0.04,0.0,0.0,0.05,0.04,0.003882,0.0,0.0,0.0,255.15,543.2,179.9,0.0,545.09,0.0,0.51,2,238,19.83,0.23,15,4,47,4,Y,0,1,1,14.65,6.8,4,0.05,1
14,757.06,1,0.0,0.0,0.0,0.3,0.3,0.06,0.07,0.09,0.08,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,757.06,0.0,261.91,44.0,449.63,0.0,0.45,19,695,49.64,0.32,10,5,30,3,Y,0,8,3,21.23,17.82,25,0.03,1
7,337.17,0,0.0,0.0,0.0,0.09,0.28,0.15,0.12,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,35.2,276.98,24.99,87.18,45.2,337.17,0.0,0.59,11,617,88.14,0.1,6,1,9,3,N,0,2,2,21.24,56.09,1,0.11,0
1,207.0,0,0.23,0.0,0.0,0.0,0.47,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,207.0,0.0,0.0,0.0,0.0,0.0,0.67,5,199,199.0,0.08,3,0,4,2,Y,0,2,0,94.86,99.5,1,0.0,0
6,235.2,0,0.09,0.06,0.0,0.31,0.0,0.04,0.37,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.98,41.97,119.25,235.2,119.25,235.2,0.0,0.36,2,66,11.0,0.32,6,0,16,4,Y,0,0,0,25.75,3.47,5,0.06,0
1,139.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,139.5,0.0,0.0,0.0,0.0,0.0,0.51,14,304,304.0,0.5,1,0,1,1,Y,0,5,0,100.0,304.0,15,0.0,0
25,1927.3,0,0.13,0.03,0.02,0.09,0.08,0.1,0.07,0.0,0.06,0.0,0.0,0.01,0.00502,0.004019,0.0,0.0,0.0,24.5,1902.8,610.75,4.94,962.09,326.14,0.46,25,670,26.8,0.24,23,4,92,3,Y,0,7,2,5.76,9.57,16,0.54,1
11,1240.86,1,0.43,0.04,0.008038,0.0,0.0,0.05,0.08,0.1,0.08,0.0,0.0,0.00345,0.01,0.02,0.0,0.0,0.0,1240.86,0.0,321.96,246.0,1240.86,0.0,0.54,7,581,52.81,0.21,14,5,50,2,Y,0,1,1,22.06,20.03,5,0.16,1
9,1213.92,1,0.28,0.009493999999999999,0.18,0.08,0.04,0.0,0.04,0.02,0.14,0.0,0.0,0.01,0.09,0.01,0.0,0.0,1116.92,97.0,0.0,414.95,307.49,791.93,133.49,0.57,22,650,72.22,0.2,17,1,46,2,Y,0,10,5,15.82,23.21,10,0.04,1
3,279.93,0,0.21,0.0,0.0,0.0,0.45,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,269.94,9.99,0.0,0.0,0.0,29.98,0.0,0.52,11,451,150.33,0.28,5,0,8,3,Y,0,5,0,34.19,90.2,15,0.0,0
6,222.21,1,0.12,0.0,0.0,0.07,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.99,192.22,0.0,0.0,0.0,0.0,0.0,0.47,17,473,78.83,0.23,5,0,11,2,Y,0,9,1,2.2,47.3,4,3.27,0
2,190.94,0,0.54,0.0,0.09,0.0,0.25,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.98,150.96,0.0,190.94,0.0,190.94,0.0,0.5,20,399,199.5,0.29,4,0,7,2,Y,0,9,1,38.04,99.75,16,0.0,0
7,833.95,1,0.0,0.0,0.0,0.18,0.35,0.17,0.0,0.21,0.03,0.0,0.0,0.0,0.0,0.0,0.23,0.0,273.54,560.41,0.0,203.92,0.0,350.88,395.1,0.52,16,325,46.42,0.22,9,1,22,9,Y,0,5,2,29.38,12.5,10,0.03,1
7,189.08,0,0.15,0.03,0.15,0.03,0.12,0.0,0.28,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,46.49,142.59,0.0,59.47,0.0,114.6,0.0,0.36,10,369,52.71,0.34,10,0,16,2,Y,0,1,0,14.74,16.04,23,0.2,1
1,96.0,0,0.51,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.63,8,451,451.0,0.16,3,0,5,1,Y,0,1,0,38.69,225.5,10,0.0,0
56,2086.61,1,0.04,0.0,0.0,0.18,0.06,0.0,0.0,0.03,0.09,0.0,0.04,0.0,0.009590999999999999,0.004018,0.0,0.0,108.67,1977.94,0.0,0.0,82.5,647.04,453.9,0.46,28,533,9.51,0.28,15,14,82,5,Y,0,10,5,5.43,4.59,8,1.05,1
6,449.48,1,0.2,0.01,0.01,0.07,0.2,0.12,0.23,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,155.5,293.98,0.0,106.0,106.0,268.49,0.0,0.65,16,359,59.83,0.08,9,1,13,4,Y,0,6,2,16.22,29.91,1,0.08,1
1,118.0,1,0.41,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,118.0,0.67,16,655,655.0,0.0,3,0,3,1,Y,0,6,0,46.83,163.75,12,0.0,0
1,125.98,0,0.54,0.0,0.0,0.14,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,86.98,0.0,0.0,0.0,0.0,0.0,0.52,2,238,238.0,0.3,4,0,5,2,Y,0,1,0,41.61,119.0,35,0.0,0
4,292.0,0,0.29,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,126.0,166.0,0.0,0.0,0.0,107.0,0.0,0.65,5,257,64.25,0.05,2,0,7,3,N,0,1,0,37.92,64.25,11,0.23,0
14,767.81,0,0.17,0.08,0.05,0.15,0.0,0.15,0.05,0.06,0.19,0.0,0.0,0.0,0.03,0.0,0.0,0.0,73.5,668.33,25.98,72.5,72.5,355.98,0.0,0.48,10,342,24.42,0.25,14,0,29,4,Y,1,1,0,14.0,11.4,3,0.007801000000000001,1
10,1245.56,1,0.18,0.0,0.0,0.21,0.15,0.04,0.13,0.03,0.12,0.0,0.0,0.0073620000000000005,0.03,0.03,0.07,0.0,701.5,544.06,0.0,94.0,94.0,94.0,0.0,0.63,19,667,66.7,0.11,13,2,36,2,Y,0,11,5,15.22,16.67,10,0.03,1
4,517.92,1,0.06,0.0,0.0,0.04,0.19,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009203,0.0,0.0,0.0,517.92,0.0,0.0,0.0,168.0,0.0,0.64,18,544,136.0,0.001531,6,0,16,2,Y,0,9,1,5.18,32.0,34,1.51,0
3,128.98,0,0.31,0.15,0.07,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,20.0,108.98,0.0,0.0,0.0,20.0,0.0,0.52,10,558,186.0,0.13,4,0,5,3,Y,0,3,1,54.46,111.6,5,0.0,1
3,249.97,0,0.46,0.0,0.0,0.31,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,249.97,0.0,39.98,0.0,161.97,0.0,0.64,11,346,115.33,0.14,5,0,8,2,Y,0,4,2,34.24,86.5,15,0.0,0
3,202.95,0,0.24,0.0,0.0,0.0,0.27,0.27,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.99,55.98,41.98,153.95,0.0,202.95,0.0,0.4,2,586,195.33,0.29,4,0,7,4,N,0,0,0,25.32,97.66,12,0.0,0
13,699.78,0,0.29,0.04,0.0,0.01,0.11,0.0,0.19,0.1,0.09,0.0,0.0,0.02,0.0,0.0,0.0,0.0,677.5,22.28,0.0,9.99,0.0,237.22,127.35,0.5,15,665,51.15,0.24,14,2,31,2,N,0,9,6,16.31,18.47,4,0.11,1
10,279.84,1,0.2,0.18,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.04,0.05,0.16,0.0,0.0,0.0,279.84,0.0,31.24,0.0,167.71,0.0,0.49,22,693,69.3,0.35,10,4,25,2,Y,0,8,2,14.07,12.37,16,0.37,1
2,68.17,1,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.0,0.0,0.0,68.17,0.0,0.0,0.0,0.0,0.0,0.63,10,276,138.0,0.17,6,0,6,1,Y,0,2,0,4.69,69.0,23,2.08,0
4,170.98,0,0.13,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.45,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,145.99,24.99,12.0,0.0,170.98,0.0,0.66,8,633,158.25,0.0,5,0,5,2,N,0,3,0,30.83,126.6,25,0.07,0
16,1363.8,1,0.31,0.02,0.0,0.11,0.0,0.26,0.16,0.03,0.0,0.0,0.0,0.009554,0.0,0.0,0.04,0.0,1153.83,153.99,55.98,93.44,0.0,516.86,0.0,0.54,24,498,31.12,0.19,12,3,48,7,Y,1,10,4,21.24,11.31,10,0.07,1
1,158.0,0,0.0,0.0,0.0,0.0,0.62,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,99.0,59.0,0.0,0.0,0.0,0.0,0.0,0.69,2,278,278.0,0.0,2,0,2,2,Y,0,2,0,153.2,139.0,38,0.0,0
6,354.41,0,0.33,0.0,0.0,0.07,0.08,0.16,0.05,0.11,0.14,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,285.42,68.99,0.0,0.0,74.98,0.0,0.41,14,663,110.5,0.21,8,0,13,2,Y,0,6,2,18.94,55.25,10,0.0,0
2,315.0,0,0.15,0.0,0.0,0.17,0.31,0.18,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.5,0.0,49.0,266.0,0.0,0.0,0.0,0.0,0.0,0.67,19,473,236.5,0.05,6,0,7,3,Y,0,8,1,46.34,94.6,16,0.0,0
2,126.94,0,0.44,0.11,0.0,0.0,0.0,0.27,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.98,76.96,0.0,126.94,0.0,126.94,0.0,0.37,1,520,260.0,0.33,4,0,6,4,Y,0,0,0,31.68,74.28,23,0.0,0
1,98.0,0,0.0,0.0,0.0,0.39,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.67,6,222,222.0,0.0,2,0,2,1,Y,0,2,0,52.08,74.0,8,0.0,0
2,284.96,0,0.14,0.0,0.0,0.0,0.34,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.04,0.76,0.0,0.0,284.96,0.0,0.0,0.0,0.0,0.0,0.58,11,290,145.0,0.08,7,0,10,2,Y,0,3,0,83.25,145.0,24,0.0,0
1,481.46,1,0.1,0.0,0.14,0.03,0.2,0.0,0.0,0.11,0.38,0.0,0.0,0.01,0.0,0.0,0.0,0.0,476.06,5.4,0.0,0.0,0.0,0.0,0.0,0.62,4,193,193.0,0.1,9,0,11,2,Y,0,1,0,23.48,32.16,1,0.0,0
3,141.74,0,0.0,0.0,0.0,0.07,0.24,0.0,0.0,0.11,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,50.5,79.99,11.25,0.0,0.0,0.0,0.0,0.3,18,431,143.66,0.3,5,0,5,3,N,0,6,0,39.67,53.87,25,0.0,0
5,453.99,0,0.32,0.0,0.14,0.0,0.0,0.2,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.2,68.0,150.99,235.0,0.0,0.0,0.0,191.0,0.0,0.62,18,675,135.0,0.08,8,0,12,4,Y,0,6,2,22.06,67.5,1,0.25,1
45,2952.51,1,0.25,0.12,0.07,0.1,0.07,0.04,0.06,0.03,0.03,0.03,0.04,0.01,0.03,0.007774,0.05,34.0,783.23,1949.29,185.99,475.62,0.0,1362.64,239.44,0.24,18,357,7.93,0.48,32,5,193,7,Y,0,6,5,12.13,4.89,12,0.04,0
20,477.57,1,0.09,0.0033020000000000002,0.0,0.09,0.0,0.02,0.02,0.05,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,477.57,0.0,159.14,0.0,159.14,0.0,0.49,17,465,23.25,0.26,17,1,41,5,Y,0,6,1,2.37,11.07,12,1.98,1
1,78.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,78.0,0.0,0.64,3,138,138.0,0.1,1,0,3,1,Y,0,1,0,100.0,46.0,16,0.0,1
8,680.32,1,0.05,0.0,0.06,0.08,0.19,0.15,0.17,0.02,0.21,0.0,0.0,0.0,0.0,0.02,0.0,0.0,290.91,197.92,191.49,408.41,0.0,569.36,0.0,0.35,19,679,84.87,0.29,13,0,31,5,Y,0,9,2,15.56,32.33,50,0.0,0
2,153.0,0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,95.0,0.0,0.61,4,429,214.5,0.15,2,0,6,1,Y,0,1,0,77.27,85.8,4,0.0,0
25,1657.6,1,0.12,0.03,0.03,0.14,0.08,0.06,0.05,0.21,0.14,0.0,0.0,0.0,0.04,0.0,0.0,0.0,173.42,261.43,1222.75,503.48,24.5,878.85,107.98,0.4,17,676,27.04,0.22,20,3,80,4,Y,0,7,5,12.38,9.38,15,0.05,1
7,369.23,0,0.13,0.0,0.33,0.06,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,191.24,177.99,0.0,0.0,0.0,110.24,0.0,0.56,15,665,95.0,0.11,8,1,12,4,Y,1,7,2,15.85,19.55,22,0.33,1
2,168.98,0,0.14,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,129.99,38.99,0.0,0.0,0.0,0.0,0.0,0.62,0,259,129.5,0.22,4,0,4,2,Y,0,0,0,42.45,51.8,1,0.21,0
8,731.5,1,0.41,0.02,0.0,0.05,0.0,0.0,0.04,0.03,0.03,0.0,0.23,0.01,0.009399,0.0,0.0,0.0,0.0,731.5,0.0,125.99,0.0,405.53,199.99,0.58,27,677,84.62,0.23,11,2,23,2,Y,0,10,4,23.33,29.43,16,0.16,0
5,169.98,0,0.1,0.09,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.98,0.0,0.0,0.0,0.0,0.0,0.62,17,672,134.4,0.15,6,1,12,1,Y,0,8,2,6.08,35.36,12,1.5,1
1,175.0,1,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.1,0.0,0.28,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.72,13,378,378.0,0.0,3,0,3,1,Y,0,4,0,54.82,189.0,4,0.0,0
2,354.0,0,0.31,0.0,0.0,0.14,0.0,0.14,0.11,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,0.0,0.0,0.0,354.0,0.0,0.64,13,585,292.5,0.08,5,1,8,1,Y,0,9,1,23.15,117.0,8,0.0,0
9,521.49,0,0.26,0.06,0.0,0.1,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.06,0.08,0.0,0.0,442.49,79.0,0.0,123.0,0.0,314.99,0.0,0.65,8,645,71.66,0.14,7,0,21,4,Y,1,2,0,15.5,28.04,5,0.21,1
20,2282.82,0,0.2,0.05,0.01,0.01,0.15,0.11,0.05,0.06,0.03,0.0,0.03,0.0,0.05,0.007940000000000001,0.0,0.0,1987.18,295.64,0.0,77.0,77.0,834.47,255.5,0.61,16,677,33.85,0.17,24,5,74,3,Y,0,9,8,9.36,12.3,8,0.23,1
1,158.0,0,0.0,0.0,0.0,0.24,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.7,4,215,215.0,0.0,3,0,3,1,N,0,2,0,54.08,215.0,16,0.0,0
5,504.99,0,0.0,0.0,0.0,0.19,0.64,0.12,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,396.99,108.0,0.0,108.0,0.0,201.0,67.0,0.68,14,369,73.8,0.03,5,0,7,2,Y,0,6,1,46.74,36.9,10,0.0,1
6,214.86,0,0.15,0.04,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.31,0.39,0.0,0.0,189.86,25.0,0.0,59.99,15.0,59.99,0.0,0.53,14,675,112.5,0.23,7,0,12,3,Y,0,8,2,28.73,32.14,10,0.0,0
1,107.97,0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.99,0.0,84.98,0.0,0.0,0.0,107.97,0.0,0.54,2,97,97.0,0.0,2,0,3,2,Y,0,0,0,66.48,19.4,46,0.0,0
2,200.9,0,0.0,0.09,0.0,0.19,0.48,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,180.9,20.0,180.9,180.9,180.9,0.0,0.65,4,437,218.5,0.11,4,1,5,2,Y,0,0,0,37.92,109.25,18,0.0,0
16,947.36,0,0.15,0.02,0.06,0.05,0.19,0.11,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,921.36,26.0,0.0,105.98,25.0,223.95,38.0,0.53,8,686,42.87,0.21,12,0,33,4,Y,0,5,3,19.9,16.73,9,0.09,1
2,113.0,0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,84.0,0.0,0.69,6,698,349.0,0.0,2,0,2,1,Y,0,1,0,61.84,174.5,38,0.0,0
6,706.96,1,0.05,0.0,0.0,0.07,0.09,0.11,0.04,0.14,0.0,0.0,0.12,0.0,0.0,0.0,0.09,0.0,0.0,706.96,0.0,0.0,0.0,444.0,0.0,0.63,7,640,106.66,0.18,9,1,17,2,Y,0,0,0,7.93,49.23,20,0.52,0
1,158.0,0,0.0,0.0,0.0,0.0,0.62,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,99.0,0.0,0.0,0.0,0.0,0.0,0.68,2,253,253.0,0.0,2,0,2,2,Y,0,1,0,153.2,126.5,4,0.0,0
1,168.74,0,0.28,0.0,0.0,0.0,0.0,0.22,0.43,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,168.74,0.0,0.0,0.0,0.0,168.74,0.52,12,313,313.0,0.25,4,0,6,1,Y,0,2,0,32.13,313.0,32,0.0,0
12,1714.57,1,0.28,0.04,0.09,0.08,0.1,0.07,0.02,0.07,0.0,0.05,0.0,0.01,0.05,0.04,0.0,0.0,134.94,1579.63,0.0,334.47,275.0,860.44,277.47,0.51,21,657,54.75,0.24,19,3,67,3,Y,0,9,5,12.94,24.33,4,0.04,0
5,780.86,0,0.21,0.04,0.02,0.04,0.29,0.08,0.13,0.06,0.06,0.0,0.0,0.01,0.0,0.00908,0.0,2.09,99.98,678.79,0.0,234.03,0.0,510.95,0.0,0.48,11,698,139.6,0.17,16,0,30,3,Y,0,4,0,17.03,49.85,16,0.0,0
1,235.18,0,0.05,0.0,0.01,0.0,0.42,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,99.0,136.18,0.0,235.18,0.0,235.18,0.0,0.65,1,89,89.0,0.03,4,0,4,2,Y,0,0,0,128.41,44.5,6,0.0,0
7,1637.71,0,0.14,0.1,0.07,0.15,0.09,0.14,0.14,0.01,0.03,0.0,0.05,0.0,0.02,0.0,0.0,0.0,0.0,1637.71,0.0,73.46,0.0,1477.76,0.0,0.58,6,276,39.42,0.04,14,0,49,1,Y,0,1,0,11.98,39.42,32,0.0,0
