This file was created by CMPT_IND_RETS using the 201112 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
198802   8.86   6.06   7.10   7.43   4.83
198803   4.40   4.33   3.59   6.14   2.18
198804   1.98   2.22   1.83   1.50   0.05
198805  -1.08  -0.74  -3.41  -2.31  -1.71
198806   4.96   4.58   6.55   4.86   4.54
198807   0.31  -0.02  -1.13  -0.03   0.45
198808  -1.95  -2.45  -3.49  -2.07  -1.70
198809   3.50   1.47   2.12   2.12   1.35
198810  -0.61  -1.12  -2.66  -3.97  -0.86
198811  -4.35  -3.05  -4.93  -6.88  -3.56
198812   2.01   2.80   3.88   2.89   0.70
198901   5.63   6.14   7.70   6.42   6.17
198902   0.66   0.44  -1.03  -1.17   1.18
198903   2.62   2.35   1.26   2.19   0.80
198904   3.83   3.61   3.81   4.38   2.24
198905   3.38   2.71   3.10   4.52   2.23
198906  -1.78  -1.13  -1.90  -5.02   0.08
198907   3.78   3.42   0.97   4.67   3.04
198908   1.38   2.43   1.80   1.84   2.31
198909  -0.80   0.47   0.46   2.72   0.25
198910  -6.78  -4.54  -4.34  -4.70  -5.28
198911  -1.73   0.15  -2.34   0.56  -1.25
198912  -1.02   1.23  -1.19  -1.93  -3.84
199001  -5.66  -4.23  -5.61  -5.65  -5.14
199002   1.67   2.93   3.24   1.79   0.86
199003   3.52   3.76   3.92   4.61  -0.06
199004  -2.40  -2.66  -2.08  -0.85  -3.44
199005   4.26   4.75   7.76   8.11   2.10
199006   0.74  -0.08   1.10   5.05  -0.77
199007  -4.28  -0.48  -5.37  -0.69  -3.59
199008 -13.65  -8.11 -14.54 -10.46 -11.42
199009 -10.02  -4.69  -9.37  -8.08  -8.88
199010  -6.69  -5.78  -4.93  -3.91  -7.30
199011   4.21   2.59   4.34   6.58   3.63
199012  -0.28  -0.90  -0.09   3.49  -0.75
199101   9.60   5.39  14.72  13.33   7.23
199102  12.52  10.42  13.85  21.04  15.15
199103   8.66   4.49  11.18  16.02   7.14
199104   2.31   1.80   5.90   4.07   3.13
199105   4.25   2.96   1.04   6.14   2.77
199106  -2.20  -3.59  -5.75  -4.32  -2.88
199107   2.33   4.19   3.55   7.88   2.92
199108   3.17   2.42   3.97   6.22   2.49
199109   0.60   0.17   1.93   7.55  -0.70
199110   0.81   2.32   3.46  10.86   1.29
199111  -2.89  -1.81  -3.86  -0.40  -2.34
199112   3.73   1.88   3.72  10.69   3.66
199201  13.43   9.50  19.43  24.65  18.75
199202   6.96   4.10   7.63  -0.90   6.97
199203  -0.15  -0.38  -1.94  -7.07  -0.16
199204  -4.40  -1.60  -5.05 -11.54  -1.07
199205  -1.33   1.47  -1.34  -1.42   2.37
199206  -4.36  -3.81  -6.71  -6.07  -2.14
199207   2.18   2.53   1.49   3.60   3.79
199208  -1.99  -2.21  -4.30  -3.91  -2.30
199209   1.49   1.91   1.85  -1.50   1.46
199210   3.15   0.72   3.75   3.86   1.31
199211   8.59   4.76  10.49  12.29   5.59
199212   3.34   2.98   4.90   0.87   5.04
199301   6.26   6.10   7.18   3.26   9.21
199302  -2.67   2.52  -2.18 -12.54   0.71
199303   3.35   3.45   1.59   0.09   3.77
199304  -2.55  -0.25  -3.36  -4.11  -0.92
199305   4.68   3.64   6.83   6.42   1.76
199306   0.29   1.60   3.20  -0.06   1.37
199307   0.47   1.11   1.31  -2.38   3.07
199308   2.80   4.80   6.69   1.71   3.55
199309   2.53   0.81   3.81   4.14   3.52
199310   4.22   2.29   5.84   6.85   3.39
199311  -0.79  -3.18  -2.03  -4.36  -2.80
199312   0.79   1.75   1.09  -0.89   1.51
199401   2.50   5.47   5.72   6.43   5.24
199402  -0.27   0.35   0.22  -2.92  -1.51
199403  -3.87  -3.96  -4.86  -6.99  -3.54
199404  -1.66   0.36  -2.18  -4.58  -0.69
199405  -1.99  -0.01  -0.97  -0.08   1.28
199406  -3.70  -1.53  -5.04  -5.41  -0.88
199407   0.79   2.61   2.51  -0.44   0.97
199408   4.23   2.73   5.89   7.11   2.50
199409   0.22   0.57   3.10   1.13  -0.10
199410  -0.15   0.37   4.05  -1.44  -1.73
199411  -4.39  -5.03  -2.85  -2.53  -5.32
199412  -3.65  -0.26   0.94  -4.47  -0.48
199501   1.58   1.29   3.80   7.40   4.01
199502   2.29   2.99   4.53   2.76   3.18
199503   0.41   1.60   3.78   3.04   1.54
199504   1.24   2.44   3.96   2.23   2.25
199505  -0.17   2.45   2.39   3.81   2.12
199506   3.43   2.83  10.75   9.96   4.34
199507   4.50   4.24   9.68  10.08   4.96
199508   1.77   1.54   4.44   7.86   4.44
199509   1.75   1.45   4.19   5.94   2.65
199510  -6.32  -4.73  -5.67  -6.28  -1.89
199511   0.57   1.48   2.44   1.27   1.95
199512  -1.83   1.16  -0.95   7.06   1.35
199601   1.59   2.84   0.26   9.52   3.26
199602   3.58   2.42   6.94   5.18   2.36
199603   5.04   2.73   0.80   3.35   2.60
199604   5.36   6.01  12.09   7.35   2.76
199605   8.40   5.13  10.79   7.56   4.72
199606  -2.95  -1.65  -7.63  -6.58  -0.80
199607  -8.53  -6.67 -13.67 -14.59  -5.35
199608   4.44   3.85   4.83   5.39   4.50
199609   1.43   2.98   4.32   4.17   2.93
199610  -3.09   0.76  -5.64  -7.27  -0.46
199611   1.80   4.22   2.04   0.94   2.41
199612  -2.04   0.87  -2.65   0.97   0.12
199701   4.66   6.49   8.66   9.44   5.64
199702  -0.32  -2.72  -6.26  -1.39   1.66
199703  -4.13  -2.59  -9.14  -9.79  -3.37
199704  -2.78  -1.02  -3.39  -6.69  -0.47
199705   7.04   9.06  14.49  10.30   6.27
199706   4.29   4.20   3.20   2.58   5.56
199707   3.25   5.86   6.82   1.15   6.00
199708   2.48   3.83   6.93   2.74   1.56
199709   7.87   7.46   9.27  11.31   8.65
199710  -2.18  -1.98  -4.97  -2.33  -0.04
199711  -1.19  -2.02  -4.44  -4.97  -0.20
199712  -4.97  -2.67  -7.33  -6.82   2.16
199801   1.06  -0.53   3.44   2.33   1.03
199802   7.11   5.34   8.07   4.75   5.69
199803   5.32   3.86   4.86   3.72   5.64
199804   3.33   1.39   4.29  -0.45   3.14
199805  -2.68  -4.43  -7.86  -4.14  -3.60
199806  -2.01  -4.22  -2.28  -6.38  -1.57
199807  -5.32  -7.98  -6.67  -5.43  -4.05
199808 -19.68 -17.06 -23.84 -24.70 -18.70
199809   0.35   3.41   5.85   7.59   3.73
199810   3.91   3.84   6.41   5.01   1.08
199811  11.38   1.74  16.63   7.15   4.46
199812   4.41  -1.89   5.50   2.02   1.70
199901   5.23   2.52  15.59   9.02   4.54
199902  -4.10  -5.86  -6.98  -7.26  -2.50
199903  -3.15   0.64   0.30  -1.92  -1.96
199904   8.18  12.41  10.27   3.30   7.16
199905   3.49   2.94   6.55   5.86   1.49
199906   2.82   3.46   7.31   3.74   2.30
199907  -1.10   1.38   1.91   3.94   0.01
199908  -6.92  -2.50  -1.04  -1.57  -4.28
199909  -3.17  -3.04   1.89  -1.43  -2.93
199910  -2.45  -3.21   5.00  -2.65   0.00
199911   4.44   1.50  27.42  13.24   2.81
199912   1.74   3.02  24.76  15.81   1.75
200001   1.40   3.79  11.31  24.21  -0.68
200002   3.23   3.77  33.01  43.23   1.13
200003   4.26   6.19  -3.39  -9.11   1.79
200004  -5.40  -1.80 -19.93 -13.78  -3.91
200005  -4.87  -0.36 -14.26  -7.26  -2.38
200006   2.10   2.55  16.53  19.07   2.61
200007  -1.60  -0.95  -8.31  -2.64   1.85
200008   3.01   6.50   8.83  12.79   4.04
200009  -4.11  -2.07 -11.51  -0.18  -1.05
200010  -5.19  -3.52 -13.01  -8.10  -3.66
200011  -9.47  -6.36 -26.73 -13.82  -5.70
200012  -2.54   6.12  -9.03  -3.66   2.74
200101  23.86  10.98  47.31  21.89  15.75
200102  -2.14  -1.54 -21.59  -9.12  -1.93
200103  -3.86  -3.21 -16.29  -9.46  -2.73
200104   5.57   5.99  12.97  12.55   4.29
200105   8.02   5.16   4.12  13.42   6.88
200106   2.29  -2.97  -0.12   7.23   2.95
200107  -0.37  -2.73  -9.87  -2.83   1.13
200108  -0.73  -3.23 -10.14  -2.93  -1.26
200109 -12.90 -12.63 -19.09 -12.05  -9.31
200110   4.24   4.65  19.09  11.95   1.73
200111   7.80   3.49  15.32   7.05   5.56
200112   6.01   4.98   8.57   6.62   5.59
200201   4.62   0.42   1.87  -3.51   2.88
200202  -0.67   0.46 -11.93  -7.85  -0.12
200203   8.22  10.33   9.75   6.54   6.34
200204   5.12   1.41  -6.50  -6.43   3.52
200205   1.09  -3.23  -6.89  -4.11   0.30
200206  -4.71  -5.19 -13.91 -10.11  -2.84
200207 -12.91 -12.36 -15.16 -11.15  -9.15
200208  -0.87   0.38   0.59  -0.58   0.98
200209  -7.87  -8.42 -14.01  -8.60  -5.45
200210   1.57   2.16  12.25   4.88   1.69
200211   9.37   7.92  27.06  11.32   6.82
200212  -4.58  -2.79 -11.00  -7.11  -1.24
200301  -2.49  -1.00   1.77   1.72   0.73
200302  -4.02  -2.34  -3.39  -2.61  -1.50
200303  -0.11  -0.34   0.97   4.98   1.90
200304   9.53   7.10  12.81  15.44   8.32
200305   8.71  11.93  23.01  23.74   8.61
200306   5.86   2.98   6.21   8.58   3.93
200307   6.94   3.48  11.92   6.70   6.20
200308   5.81   5.94   7.19   4.53   2.95
200309   0.46   0.20   3.64   7.11   1.73
200310   8.82   7.74  12.06   4.92   7.36
200311   3.21   3.60   5.00   2.60   3.84
200312   2.71   8.37   0.66   4.17   3.16
200401   4.78   4.82  11.99  11.86   4.16
200402   3.44   2.17  -2.56   0.53   2.18
200403   0.85   1.14  -2.04   0.35   1.15
200404  -1.24  -0.72  -7.09  -1.07  -3.28
200405  -0.66   0.38   1.78  -3.93   0.37
200406   3.29   6.21   1.01  -0.15   2.54
200407  -5.31  -3.14 -12.89 -10.09  -2.98
200408  -2.88  -1.36  -3.00   0.24   0.12
200409   3.03   5.64   4.28   4.20   3.61
200410   1.72   0.89   3.55  -1.17   2.44
200411   8.70  10.68   9.89   8.15   6.96
200412   5.70   4.00   8.80   7.68   4.55
200501  -2.11  -1.38  -7.50  -4.18  -2.15
200502   1.01   5.45  -0.15  -2.02   0.82
200503  -1.02  -0.84  -4.53  -7.27  -2.21
200504  -5.64  -6.66  -8.10  -3.45  -4.32
200505   5.71   4.38   6.42   4.91   3.88
200506   4.19   4.65   2.35   3.27   3.01
200507   6.02   8.23   6.82   8.81   4.82
200508  -3.32   0.83  -1.09  -0.80  -1.11
200509  -2.04   2.86   1.10   0.35   0.60
200510  -3.16  -5.77  -3.42  -4.55  -1.13
200511   3.85   3.26   4.82   2.15   3.54
200512   0.19   2.08   1.14   0.13   0.59
200601   6.40  11.52   8.81  11.30   4.75
200602   1.19  -1.87   0.92   2.17   0.54
200603   4.15   5.10   5.40   2.69   3.46
200604   1.22   3.91   0.25  -3.81   0.71
200605  -3.90  -4.85  -7.69  -7.45  -2.18
200606  -0.63   0.12  -2.79  -2.05   0.41
200607  -3.80  -2.21  -5.10  -4.71  -2.32
200608   1.18   0.54   4.28   3.48   1.32
200609   3.45  -1.98   1.29  -0.42   1.59
200610   5.55   6.16   4.41   6.50   3.80
200611   1.31   4.54   2.51   2.61   2.53
200612   1.93  -0.33   1.52   1.53   1.74
200701   3.24   1.62   2.88   4.41   1.22
200702   0.41   1.54   0.35   0.16  -0.82
200703   1.14   2.09   0.48  -0.01  -0.96
200704   2.01   4.46   2.33   5.04   0.59
200705   2.21   4.09   2.74  -0.15   2.37
200706  -0.65   0.60   1.26  -3.67  -1.64
200707  -5.87  -3.85  -3.27  -5.02  -6.65
200708  -2.23  -1.76  -1.79  -0.06  -0.14
200709  -0.39   3.12   2.69   2.99   0.51
200710  -0.40   2.72   2.93   2.52  -1.06
200711  -9.09  -7.56  -9.90  -8.12  -7.37
200712  -2.79   1.77  -0.39  -2.75  -2.86
200801  -4.52  -6.99  -9.87  -5.16  -1.14
200802  -4.01   1.09  -3.49  -1.65  -4.34
200803  -1.56  -1.82  -2.99  -5.59  -2.16
200804   2.07   6.06   2.95   2.39   0.09
200805   2.25   8.70   5.38   3.19  -0.18
200806 -11.90  -3.86  -8.78  -6.90 -12.85
200807   0.91  -3.98  -1.29   6.51   2.61
200808   3.94   1.15   2.16   0.01   3.10
200809  -9.00 -16.50 -14.64 -13.01  -6.12
200810 -24.51 -24.97 -22.89 -18.81 -17.52
200811 -17.78 -14.38 -14.07 -13.81 -12.15
200812   5.45  -0.49   3.31   7.03   1.97
200901  -5.83  -5.75   0.39   5.66  -8.78
200902  -9.43 -16.57  -8.40 -11.65 -11.96
200903  16.17   8.85  12.38  13.28  12.34
200904  33.42  23.96  20.67  13.75  17.88
200905   8.46  11.63   8.71  18.25   6.65
200906   3.42   0.16   7.02  10.73   0.28
200907  12.72  10.05   8.57   9.07   6.09
200908   7.43   6.22   7.90   5.42   5.92
200909   6.38  10.25  10.76   8.37   2.72
200910  -3.67  -5.25  -6.22 -10.53  -7.10
200911   1.95   3.57   3.07   2.99  -0.22
200912   6.80   8.26   8.77   7.82   3.53
201001  -0.81  -2.58  -3.13   0.37   1.88
201002   5.77   4.40   5.02   1.79   2.54
201003  10.02   6.95   8.49   8.29   7.08
201004   7.40   8.14   5.87   7.16   9.10
201005  -7.39  -9.26  -6.86  -9.03  -8.35
201006  -9.23  -6.80  -6.06  -7.60  -8.73
201007   6.43   8.06   6.77   2.70   4.34
201008  -8.06  -6.52  -6.02  -5.63  -7.14
201009  12.42  11.24  13.66  11.49   7.91
201010   3.68   6.19   6.16   2.25   2.89
201011   3.78   4.58   1.77   0.17   1.23
201012   5.73   9.16   8.16  10.84   8.74
201101  -0.68   3.37   3.55   1.17   1.59
201102   4.28   5.78   5.52   3.71   2.58
201103   1.16   3.70   1.00   3.23  -0.91
201104   2.26   0.74   1.51   5.16   0.16
201105  -1.02  -3.20  -1.83   0.46  -3.07
201106  -1.52  -2.35  -2.77  -4.01  -2.41
201107  -1.64  -1.39  -5.11  -3.63  -1.58
201108  -8.57  -9.79 -10.01 -11.16  -8.45
201109  -9.27 -14.16 -11.05  -9.39 -10.09
201110  12.02  16.89  11.75   9.71  10.63
201111  -2.74   0.14  -3.42  -2.54  -1.09
201112   0.78  -0.80  -0.79  -0.95   0.94


  Average Value Weighted Returns -- Annual
        Cnsmr  Manuf  HiTec  Hlth   Other
  1927  49.73  25.62  37.93  46.51  27.92
  1928  37.94  46.13  44.84  47.76  20.33
  1929 -35.04  -6.60   8.87 -25.28  -6.06
  1930 -22.12 -31.37 -24.63 -14.31 -32.30
  1931 -29.98 -46.71 -36.80 -14.83 -59.46
  1932 -15.25  -2.07 -11.91 -22.73  -9.46
  1933  77.19  55.95  26.90  18.55  63.03
  1934  16.60  -1.86   6.22  21.82  -1.75
  1935  34.40  47.71  65.90  20.36  36.15
  1936  21.60  40.22  30.00  17.37  37.13
  1937 -38.36 -34.46 -22.62 -25.14 -41.61
  1938  39.37  27.46  15.91  37.95  23.15
  1939   9.10  -0.74   6.92  16.36  -4.06
  1940  -7.12  -8.33  -2.99 -19.19  -5.09
  1941 -14.93  -6.00 -15.16  -6.18  -7.62
  1942  21.55  12.09  13.53  16.64  26.42
  1943  32.86  24.51  30.43  19.74  32.67
  1944  26.85  17.91  14.52  10.71  33.96
  1945  40.94  37.76  27.35  45.70  45.17
  1946  -9.73   0.49 -12.14  28.74 -16.01
  1947   4.39   7.77  -1.52 -19.14  -5.26
  1948  -0.48   2.72   6.00  -5.25   2.79
  1949  27.43  18.37  13.00  39.90  16.94
  1950  19.61  38.82  15.03  17.41  32.19
  1951   9.99  26.65  17.38  31.08  13.41
  1952  17.20  11.50  14.98 -12.26  21.50
  1953  -2.88   1.54   8.01   0.74  -6.82
  1954  41.03  53.77  43.95  35.17  60.02
  1955  26.59  28.71  15.76  21.05  14.96
  1956  -3.43  12.40  10.43  15.68   0.51
  1957 -10.07 -12.96   4.18  28.39 -18.26
  1958  53.94  39.45  49.18  74.44  58.02
  1959  20.31   7.56  25.14  29.56   2.81
  1960   0.93  -3.61  13.92   5.63   0.52
  1961  41.48  22.12  25.97  26.94  29.73
  1962 -12.93  -4.89 -16.55 -20.88  -7.33
  1963  25.71  18.88  23.77  20.67  22.01
  1964  21.59  18.62   2.64  16.50  13.93
  1965  15.16  13.37  10.23  32.20  24.08
  1966 -21.24  -7.32   1.41  -4.86  -3.61
  1967  36.26  23.30  33.09  27.65  31.41
  1968  17.77  13.94   2.99  10.25  32.59
  1969  -9.72 -16.34   0.19  22.66 -19.28
  1970   8.25   4.86 -12.11  -6.18  -6.53
  1971  24.26  12.17   9.57  23.48  22.05
  1972  11.22  19.75  18.78  28.67   9.03
  1973 -32.85  -9.31 -17.87 -15.01 -23.55
  1974 -30.40 -25.99 -24.87 -22.19 -32.78
  1975  60.71  37.19  37.99   9.38  30.86
  1976  24.32  28.04  32.26   0.75  33.10
  1977  -5.40  -4.62   1.67  -4.41   1.05
  1978   3.34   6.89  12.57  16.76  11.37
  1979  14.11  31.39   6.96  19.74  30.92
  1980  17.45  42.32  24.30  30.10  34.70
  1981   9.55 -10.92  -0.61   4.09   2.82
  1982  51.73   3.99  35.26  31.86  21.70
  1983  27.55  25.63  18.40   3.03  22.89
  1984   4.56   7.64  -1.53   1.82   3.87
  1985  36.76  27.46  25.74  41.51  40.18
  1986  22.00  20.43   2.52  27.45  12.96
  1987   2.60   4.24   9.32   4.46  -7.16
  1988  29.25  16.35   9.64  12.82  18.26
  1989  26.38  29.83  25.29  45.86  28.32
  1990  -2.15  -3.87  -9.28  16.13 -19.08
  1991  46.48  22.23  21.52  61.77  43.61
  1992  12.45   8.27  13.26 -15.13  22.58
  1993   4.70  15.08  20.48  -7.08  13.16
  1994  -4.77   1.05   7.13   7.14  -4.28
  1995  24.90  30.69  41.48  57.19  45.33
  1996  19.02  22.62  19.51  17.17  25.36
  1997  31.10  23.46  27.47  37.81  42.40
  1998  26.06   5.15  58.64  38.18   9.41
  1999   0.12  16.98  67.80  -2.59   3.24
  2000  -0.44  11.91 -37.88  37.72  12.72
  2001   3.71  -7.65 -23.76 -11.93  -5.40
  2002 -13.64 -10.59 -36.30 -22.82 -17.36
  2003  26.84  29.63  38.87  21.41  33.56
  2004  11.23  22.17   5.92   0.26  15.58
  2005   2.45  16.81  -0.88   4.75   6.85
  2006  14.00  20.22  14.71   7.93  15.89
  2007   2.23  24.91  11.36   3.67  -8.45
  2008 -25.61 -36.26 -40.25 -17.38 -46.80
  2009  30.26  23.48  49.36  21.07  18.40
  2010  21.24  20.68  17.56   4.79  16.71
  2011   8.90   3.81   0.47  10.95 -11.08


  Average Equal Weighted Returns -- Annual
        Cnsmr  Manuf  HiTec  Hlth   Other
  1927  26.88  31.80  37.88  56.54  38.20
  1928  38.77  51.36  59.14  32.58  32.73
  1929 -43.22 -27.79  -6.18 -17.51 -22.02
  1930 -34.94 -39.91 -39.83 -17.87 -40.57
  1931 -35.16 -48.39 -48.64 -37.21 -52.82
  1932   8.57  16.86  -7.37 -14.08  10.67
  1933 148.84 139.59 137.15  17.40 113.46
  1934  30.76  17.14  23.70   6.06   4.26
  1935  44.63  71.59  85.15  39.72  60.15
  1936  43.19  60.55  37.61  23.92  56.96
  1937 -48.63 -42.82 -44.77 -36.17 -48.99
  1938  36.76  42.33  46.56  32.35  20.26
  1939  11.32   1.06  -7.31   4.10  -0.54
  1940  -5.59  -5.62  -0.83 -10.67 -15.31
  1941  -7.34 -13.14  -8.17  10.75  -1.55
  1942  30.20  24.63  51.45  27.49  64.59
  1943  72.00  46.97  47.39  40.07  86.46
  1944  45.66  35.27  33.03  21.82  49.65
  1945  70.42  58.10  38.29  60.88  68.33
  1946  -9.25  -4.37 -21.39  21.19 -20.86
  1947  -2.30   4.16   0.99 -20.87  -4.97
  1948  -8.12  -1.27   4.27  -6.76   2.44
  1949  26.39  18.87  11.99  35.12  21.34
  1950  27.97  40.67  35.21  21.72  46.91
  1951   6.40  22.72  22.55  23.01  11.81
  1952   6.65   9.34  18.12  -4.79  16.46
  1953  -4.42  -0.96  -0.97   3.79  -6.55
  1954  42.11  59.44  67.99  50.82  73.84
  1955  14.85  24.32  16.34  30.76  19.12
  1956  -0.63  13.57   5.96  10.27   1.10
  1957  -7.89 -17.32 -11.83  24.10 -20.47
  1958  63.77  53.33  79.74  85.48  64.49
  1959  21.93  12.44  38.11  34.59   4.82
  1960   2.46  -3.23  -3.47   6.10  -3.67
  1961  38.54  26.84  19.20  26.55  29.85
  1962 -15.95 -10.07 -23.73 -21.40  -7.18
  1963  12.96  18.22   8.70  21.08  21.68
  1964  18.97  20.19   7.13  17.91  20.01
  1965  33.07  33.37  66.92  38.01  34.28
  1966 -13.43  -3.68   1.75  -0.23  -6.61
  1967  88.08  66.27  96.00  46.25  90.19
  1968  56.02  33.12  15.94  13.63  61.73
  1969 -27.19 -25.53 -26.38  12.73 -28.34
  1970  -7.94  -5.82 -31.86 -15.21 -13.27
  1971  25.10  13.80  22.98  29.07  21.83
  1972  -1.11  11.78  10.50   6.10  -0.53
  1973 -46.15 -24.07 -37.94 -38.79 -38.17
  1974 -24.81 -15.52 -35.49 -24.54 -28.05
  1975  85.09  57.59  82.59  58.05  55.04
  1976  42.87  53.17  61.45  38.20  50.99
  1977  17.48  19.08  31.44  29.75  29.28
  1978  22.24  18.33  48.42  35.83  28.90
  1979  24.22  50.88  57.77  39.39  39.46
  1980  25.56  42.17  70.15  59.72  42.77
  1981  12.36  -6.87  -6.76   5.40   3.58
  1982  44.43   1.50  41.30  53.06  29.57
  1983  47.33  34.08  29.13  17.65  40.47
  1984  -7.68  -7.73 -24.65 -15.85  -8.10
  1985  26.27  14.77  16.64  35.34  37.23
  1986  11.60   3.27  -2.14   3.91  11.66
  1987 -15.79  13.39 -10.68 -18.82 -10.68
  1988  27.34  23.47  16.66  22.68  14.90
  1989   8.87  18.25   8.03  14.61   7.69
  1990 -26.60 -12.98 -21.54  -2.00 -30.59
  1991  50.75  34.44  65.82 153.35  46.27
  1992  28.56  21.11  31.05   8.45  45.32
  1993  20.70  27.24  33.46  -3.45  31.47
  1994 -11.66   1.25   5.89 -14.24  -4.58
  1995   9.15  20.12  51.64  69.60  35.43
  1996  14.75  25.38   9.70  13.81  20.28
  1997  13.81  25.32  10.96   2.82  38.12
  1998   3.59 -17.39   8.43 -12.65  -4.07
  1999   3.95  12.78 133.24  44.83   8.08
  2000 -18.47  13.65 -41.41  28.77  -3.69
  2001  39.50   6.93  10.99  45.51  30.11
  2002  -4.00 -10.57 -31.25 -33.10   2.57
  2003  54.52  58.03 115.45 116.07  58.13
  2004  22.67  34.39  11.41  15.76  23.54
  2005   2.91  17.23  -3.47  -3.70   6.05
  2006  18.96  21.35  13.40  10.94  17.34
  2007 -12.38   8.49  -0.48  -5.39 -16.00
  2008 -48.17 -46.96 -50.78 -39.88 -40.89
  2009 100.34  62.44  97.94  94.98  25.99
  2010  30.42  35.52  36.27  22.24  20.89
  2011  -6.44  -4.27 -13.04  -9.75 -12.46


  Number of Firms in Portfolios
        Cnsmr  Manuf  HiTec  Hlth   Other
192607    167    199     23      7    111
192608    167    199     23      7    111
192609    167    198     23      7    111
192610    167    198     23      7    111
192611    167    198     23      7    111
192612    166    198     23      7    110
192701    166    197     23      7    110
192702    164    197     23      7    109
192703    164    197     23      7    109
192704    164    197     22      7    108
192705    164    197     22      7    108
192706    164    196     22      7    108
192707    186    207     24      7    120
192708    186    206     24      7    120
192709    186    206     24      7    120
192710    185    206     24      7    120
192711    184    204     23      7    120
192712    184    204     23      7    119
192801    183    204     23      7    119
192802    183    204     23      7    119
192803    183    202     23      6    119
192804    183    202     23      6    119
192805    183    202     22      6    119
192806    182    202     22      6    119
192807    201    218     23      6    120
192808    199    218     23      6    120
192809    199    218     23      6    120
192810    199    218     23      6    119
