Id,price,experiences_offered,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,reviews_per_month
1266,50,none,within a few hours,0.89,f,5,t,51.49041266,-0.133757658,Apartment,Private room,2,1.5,1,1,Real Bed,150,25,1,10,2,1125,49,96,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,2.25
1267,45,none,within a day,1,f,2,t,51.53258516,-0.047493283,Apartment,Private room,2,1,1,1,Real Bed,0,10,1,10,2,1125,1,100,10,10,10,10,8,10,f,flexible,f,f,0.27
1268,69,none,within an hour,0.96,f,14,f,51.52475497,-0.087344539,Apartment,Entire home/apt,5,1,1,3,Real Bed,,,1,0,1,1125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
1269,70,none,N/A,N/A,f,1,t,51.53348733,-0.053644949,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,35,1,0,1,1125,5,96,10,10,10,10,10,10,f,flexible,f,f,0.25
1270,182,none,a few days or more,0,f,3,t,51.51868784,-0.15187483,Apartment,Entire home/apt,5,1,2,3,Real Bed,500,25,1,10,2,20,6,97,10,10,10,10,10,10,f,moderate,f,f,0.84
1271,30,none,N/A,N/A,f,1,t,51.50034382,-0.06379233,House,Private room,1,1,1,1,Real Bed,,17,1,0,1,20,20,93,9,9,10,10,10,9,t,moderate,f,f,0.67
1272,180,none,within an hour,1,t,1,f,51.48941535,-0.212130764,Apartment,Entire home/apt,5,1,2,3,Real Bed,,45,4,20,2,1125,1,100,10,10,10,10,10,10,t,moderate,f,f,1
1273,120,none,within a day,0.8,f,4,t,51.48681671,-0.172809909,Apartment,Entire home/apt,2,1,0,1,Real Bed,250,40,1,0,3,1125,23,92,10,10,10,10,10,9,f,moderate,f,f,0.85
1274,140,none,N/A,N/A,f,1,t,51.46886876,-0.145288697,Apartment,Entire home/apt,4,2,2,3,Real Bed,75,68,2,15,3,1125,23,98,10,10,9,10,9,10,f,moderate,f,f,0.8
1275,50,none,within an hour,1,f,1,f,51.45764669,-0.119770058,Apartment,Entire home/apt,2,1,1,1,Real Bed,,,1,0,4,7,0,,,,,,,,f,flexible,f,f,
1276,55,none,a few days or more,0,t,1,f,51.45143761,-0.014574002,Apartment,Private room,2,1,1,1,Real Bed,100,10,1,10,2,22,39,100,10,10,10,10,10,10,f,moderate,f,f,0.82
1277,118,none,within an hour,1,t,2,f,51.4943549,0.014796333,Apartment,Private room,4,1,2,2,Real Bed,0,12,1,0,1,5,2,100,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,2
1278,160,none,within an hour,1,f,46,f,51.46367382,-0.159173908,Apartment,Entire home/apt,4,2,2,2,Real Bed,0,85,1,0,2,1125,1,100,10,10,10,10,10,10,f,moderate,f,f,0.42
1279,100,none,N/A,N/A,t,2,f,51.52326668,-0.15871892,Apartment,Private room,2,1,1,1,Real Bed,78,25,1,10,2,1125,10,98,9,10,10,10,10,10,t,strict_14_with_grace_period,f,f,0.77
1280,130,none,within an hour,1,f,11,t,51.49204101,-0.1674376,Apartment,Entire home/apt,2,1,0,1,Real Bed,0,25,2,0,1,1125,98,89,10,9,10,10,10,9,t,strict_14_with_grace_period,f,f,4.29
1281,42,none,within a few hours,1,f,3,f,51.53423958,-0.077038477,House,Private room,2,1,1,1,Real Bed,,10,1,20,3,1125,48,92,9,8,10,10,10,9,f,moderate,t,f,0.86
1282,145,romantic,within an hour,1,t,1,f,51.53310937,-0.123697557,Apartment,Entire home/apt,3,1,1,2,Real Bed,100,35,2,0,4,1125,95,97,10,10,10,10,10,10,f,moderate,f,f,1.51
1283,55,none,within an hour,1,f,1,t,51.4846712,0.029195707,Townhouse,Private room,2,1,1,1,Real Bed,,,1,0,1,1125,0,,,,,,,,f,flexible,f,f,
1284,30,none,N/A,N/A,f,1,f,51.55345312,-0.071685856,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,1,1125,1,80,10,10,8,10,10,10,f,flexible,f,f,0.02
1285,55,none,N/A,N/A,f,16,f,51.51278515,-0.134164139,House,Private room,3,0.5,1,2,Real Bed,200,15,2,10,1,1125,14,90,9,9,9,9,10,8,f,moderate,f,f,0.94
1286,80,none,within an hour,1,f,2,f,51.47753105,-0.209534527,Apartment,Private room,3,1,3,2,Real Bed,0,15,1,50,1,1125,0,,,,,,,,t,flexible,f,f,
1287,40,none,within an hour,1,f,1,t,51.55779952,-0.074280924,Apartment,Entire home/apt,2,1,1,1,Real Bed,,,1,0,5,20,3,100,10,9,8,10,9,9,t,moderate,f,f,0.39
1288,65,none,within an hour,1,f,1,t,51.44852643,-0.122457653,Apartment,Entire home/apt,4,1,2,3,Real Bed,100,10,4,20,5,1125,18,98,10,10,10,10,10,10,f,flexible,f,f,0.93
1289,80,none,within an hour,1,f,2,f,51.46325252,-0.164407622,Apartment,Entire home/apt,2,1,0,1,Real Bed,,,1,0,7,31,19,96,10,9,10,10,10,10,t,flexible,f,f,1.86
1290,180,none,within an hour,1,t,1,f,51.53929643,-0.078373849,Apartment,Entire home/apt,7,2,3,3,Real Bed,750,99,2,15,2,1125,15,100,10,10,10,10,10,9,t,moderate,f,f,2.94
1291,80,none,N/A,N/A,f,2,f,51.48961826,-0.04415471,Apartment,Entire home/apt,2,1,1,1,Real Bed,,,1,0,30,30,0,,,,,,,,f,moderate,f,f,
1292,45,none,within a day,0.86,f,1,t,51.4721945,-0.210691434,Apartment,Private room,1,1,1,1,Real Bed,,,1,30,2,1125,17,98,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.39
1293,75,none,N/A,N/A,f,1,t,51.50483396,-0.100343037,Apartment,Private room,1,1,1,1,Real Bed,,,1,0,1,1125,1,100,10,10,10,10,10,10,f,flexible,f,f,0.03
1294,30,none,within an hour,0.9,f,1,t,51.51290431,-0.05850895,Apartment,Private room,2,1,1,1,Real Bed,0,20,1,0,1,30,0,,,,,,,,t,flexible,f,f,
1295,150,none,within a few hours,0.98,f,29,f,51.50098941,-0.025253073,Apartment,Entire home/apt,2,1,0,1,Real Bed,199,0,1,15,3,1125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
1296,150,none,within an hour,1,f,1,f,51.50513632,-0.214610813,Apartment,Entire home/apt,4,1,2,3,Real Bed,150,40,1,0,2,30,24,93,10,9,10,10,10,9,f,flexible,f,f,0.73
1297,146,none,N/A,N/A,f,2,t,51.52753548,-0.197192833,Apartment,Entire home/apt,4,1,2,2,Real Bed,0,12,1,0,5,10,0,,,,,,,,f,flexible,f,f,
1298,75,none,within an hour,1,t,4,t,51.54269838,-0.14507034,House,Private room,4,1,1,1,Real Bed,150,27,2,25,1,365,63,99,10,10,10,10,10,10,f,moderate,t,t,0.8
1299,109,none,within an hour,0.99,f,67,f,51.50247218,-0.214750066,Apartment,Entire home/apt,4,1,2,2,Real Bed,0,85,1,0,2,1125,6,90,9,8,9,9,10,8,f,moderate,f,f,1.08
1300,70,none,within an hour,1,f,1,f,51.53035736,-0.202725859,Apartment,Private room,2,1,1,2,Real Bed,0,15,1,5,2,8,1,80,10,10,10,10,10,8,t,moderate,f,f,0.45
1301,180,none,within a few hours,1,f,52,f,51.49919628,-0.019361315,Apartment,Entire home/apt,6,2,2,3,Real Bed,150,40,4,15,3,999,0,,,,,,,,f,flexible,f,f,
1302,35,none,N/A,N/A,f,1,f,51.5165276,-0.263024387,House,Private room,2,2,1,1,Real Bed,,,1,0,30,1125,0,,,,,,,,f,flexible,f,f,
1303,195,none,within an hour,0.93,f,47,f,51.49421083,-0.18382296,Apartment,Entire home/apt,2,1,1,1,Real Bed,500,75,1,0,3,1125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
1304,82,none,within an hour,1,f,63,f,51.5154178,-0.180965042,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,35,1,0,1,1125,25,85,9,9,8,9,10,8,t,moderate,f,f,0.79
1305,100,none,within a day,1,f,3,t,51.48829919,-0.190290953,Apartment,Private room,2,1,1,1,Real Bed,250,60,1,25,1,1125,2,100,10,10,10,10,10,10,f,flexible,f,f,0.05
1306,100,none,within an hour,1,f,2,t,51.50508928,-0.065262963,House,Entire home/apt,5,1,2,3,Real Bed,0,45,3,0,3,1125,9,95,10,10,9,9,10,9,t,moderate,f,f,1.35
1307,74,none,N/A,N/A,f,1,t,51.55689304,-0.134679183,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,30,1,0,4,1125,2,90,9,8,9,8,10,9,f,strict_14_with_grace_period,f,f,0.07
1308,150,none,within an hour,1,f,1,f,51.51336901,-0.186800689,Apartment,Entire home/apt,6,2,2,3,Real Bed,0,70,1,0,1,1125,1,100,10,8,10,8,10,10,t,strict_14_with_grace_period,f,f,0.53
1309,37,none,within a few hours,0.92,t,4,t,51.55310991,-0.1564482,House,Private room,1,1.5,1,1,Real Bed,0,30,1,0,1,42,39,98,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1.83
1310,100,none,within a day,1,f,2,f,51.4616634,-0.161750099,Apartment,Entire home/apt,4,1,2,2,Real Bed,80,20,1,0,3,1125,3,93,9,7,10,9,9,9,f,moderate,f,f,1.41
1311,64,social,N/A,N/A,f,1,t,51.54332498,-0.051877589,Apartment,Private room,2,1,1,1,Real Bed,,20,2,10,1,365,4,93,8,9,10,9,9,8,f,moderate,f,f,0.06
1312,109,none,within a few hours,1,f,4,t,51.49264053,-0.042610355,House,Entire home/apt,6,1.5,2,5,Real Bed,150,30,4,10,4,1125,4,100,9,10,10,10,9,9,f,strict_14_with_grace_period,f,f,0.09
1313,175,none,within an hour,1,f,1,f,51.51829135,-0.174777139,Apartment,Entire home/apt,4,2,2,0,Real Bed,84,89,1,0,2,1125,27,93,9,9,9,9,10,9,t,strict_14_with_grace_period,f,f,1.5
1314,60,none,within an hour,1,f,4,t,51.54115472,-0.085112913,House,Private room,2,1,1,1,Real Bed,150,7,1,22,1,5,2,100,10,10,10,10,10,10,f,flexible,f,f,2
1315,80,none,N/A,N/A,f,1,t,51.54962847,-0.17960038,Apartment,Entire home/apt,2,1,1,1,Real Bed,,,1,0,6,7,1,100,8,8,6,8,8,8,t,flexible,f,f,0.15
1316,190,none,within an hour,1,f,1,f,51.55182586,-0.042690098,House,Entire home/apt,6,2,3,3,Real Bed,0,40,6,0,2,1125,10,100,10,10,10,10,10,10,t,moderate,f,f,3.61
1317,120,none,N/A,N/A,f,1,t,51.56342196,-0.044795639,Apartment,Entire home/apt,4,1,1,1,Real Bed,200,30,1,0,2,34,1,100,10,10,10,10,10,10,f,flexible,f,f,0.04
1318,90,none,within a day,1,f,1,f,51.48205474,-0.099276903,Apartment,Entire home/apt,3,1,1,2,Real Bed,200,30,1,0,7,17,1,,,,,,,,f,strict_14_with_grace_period,f,f,0.12
1319,50,none,within an hour,1,f,4,f,51.51985727,-0.038172779,Apartment,Private room,2,1,1,1,Real Bed,,10,1,10,2,30,1,100,10,10,6,10,10,10,f,strict_14_with_grace_period,f,f,0.33
1320,55,none,N/A,N/A,f,2,f,51.49564003,-0.088196366,House,Private room,2,1.5,1,1,Real Bed,0,25,1,0,2,1125,5,84,9,8,10,9,10,8,f,moderate,f,f,0.31
1321,75,none,N/A,N/A,f,1,t,51.51151023,-0.125000866,Apartment,Private room,2,1,1,1,Real Bed,,10,1,0,2,1125,11,87,9,8,9,9,10,9,f,strict_14_with_grace_period,f,f,0.26
1322,42,none,within an hour,1,f,1,f,51.46214361,-0.037996854,House,Private room,2,1,1,1,Real Bed,100,20,1,10,2,60,0,,,,,,,,f,moderate,f,f,
1323,300,none,within an hour,1,f,29,f,51.51444091,-0.181465527,Serviced apartment,Entire home/apt,4,1,1,2,Real Bed,,,1,0,1,1125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
1324,59,none,within a few hours,1,f,1,f,51.51605956,-0.243940469,Apartment,Entire home/apt,2,1,0,1,Real Bed,150,29,1,0,2,1125,0,,,,,,,,t,flexible,f,f,
1325,40,none,N/A,N/A,t,2,t,51.5428802,-0.203490102,Townhouse,Private room,2,1.5,1,1,Real Bed,,,1,0,1,1125,38,98,10,10,10,10,10,10,f,flexible,f,f,1.18
1326,90,none,within an hour,1,f,2,f,51.47291068,-0.101126363,Apartment,Entire home/apt,2,1,1,1,Real Bed,85,64,2,15,2,14,9,96,10,10,8,9,8,9,f,moderate,f,f,1.61
1327,100,none,within an hour,1,f,1,f,51.54884531,-0.134017998,Apartment,Entire home/apt,4,1,2,4,Real Bed,,,1,0,2,7,2,100,10,9,9,10,9,9,t,flexible,f,f,0.27
1328,110,none,N/A,N/A,f,1,t,51.55447162,-0.044877756,House,Entire home/apt,6,1.5,3,4,Real Bed,,60,4,0,14,1125,5,100,10,9,10,10,10,10,f,strict_14_with_grace_period,f,f,0.12
1329,100,none,within an hour,1,f,1,f,51.44659784,-0.147969484,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,1,1125,0,,,,,,,,t,flexible,f,f,
1330,250,none,within an hour,1,t,150,f,51.47400137,-0.156348868,House,Entire home/apt,6,2.5,4,4,Real Bed,400,155,1,0,5,1125,0,,,,,,,,f,moderate,f,f,
1331,150,none,within an hour,1,t,43,f,51.51976723,-0.141245213,Apartment,Entire home/apt,4,1,1,2,Real Bed,219,60,4,13,2,1125,19,100,10,10,10,10,10,10,t,moderate,f,f,1.84
1332,83,none,within a day,0.6,f,1,f,51.47629088,-0.067205371,Apartment,Entire home/apt,5,1,2,2,Real Bed,350,23,2,20,2,21,5,96,10,9,10,10,9,10,f,moderate,f,f,0.18
1333,65,none,N/A,N/A,f,4,t,51.51614327,-0.033855388,Apartment,Private room,1,1,1,1,Real Bed,1000,30,1,30,21,90,0,,,,,,,,f,strict_14_with_grace_period,f,f,
1334,79,none,within a day,0.75,f,1,f,51.52287246,-0.142818266,Apartment,Entire home/apt,2,1,0,0,Real Bed,200,35,1,0,10,1125,1,100,10,10,10,10,10,10,f,moderate,f,f,0.45
1335,26,none,N/A,N/A,f,1,f,51.5531068,-0.07215382,Apartment,Private room,1,1,1,1,Real Bed,0,20,1,0,10,31,1,100,10,8,10,8,10,10,f,flexible,f,f,0.11
1336,100,none,within an hour,1,t,1,t,51.46010372,-0.135507995,Apartment,Entire home/apt,2,1,1,1,Real Bed,3788,20,1,0,90,1125,70,97,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,1.98
1337,30,none,N/A,N/A,f,2,f,51.44357568,-0.111614787,Apartment,Private room,2,1,1,1,Real Bed,0,30,1,0,2,30,1,,,,,,,,t,flexible,f,f,0.16
1338,160,none,N/A,N/A,f,1,f,51.51311912,-0.179754446,House,Entire home/apt,4,1,1,1,Real Bed,200,68,1,0,2,1125,0,,,,,,,,f,flexible,f,f,
1339,40,none,N/A,N/A,f,1,f,51.47639466,-0.02940455,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,3,28,1,80,8,8,6,8,8,8,t,flexible,f,f,0.08
1340,70,none,within an hour,0.98,f,4,f,51.51239797,-0.130569697,Apartment,Private room,2,1,1,1,Real Bed,0,25,1,0,1,7,32,95,10,10,9,10,10,9,t,flexible,f,f,5.3
1341,95,none,within a day,1,f,1,f,51.55517853,-0.091240559,Apartment,Entire home/apt,3,1,1,1,Real Bed,0,48,2,10,2,1125,7,97,10,10,10,10,10,10,f,moderate,f,f,0.98
1342,68,none,within an hour,1,f,17,t,51.51216413,-0.185524664,Apartment,Entire home/apt,2,1,0,1,Real Bed,0,20,1,0,1,1125,155,80,9,9,10,10,10,8,t,flexible,f,f,6.08
1343,220,none,within a few hours,1,f,2,f,51.51965469,-0.140815872,Apartment,Entire home/apt,5,2.5,2,2,Real Bed,0,85,4,0,2,1124,5,76,7,8,8,7,10,10,f,moderate,f,f,0.57
1344,34,none,N/A,N/A,f,1,f,51.47437206,-0.016468263,House,Private room,2,1,1,2,Real Bed,,,1,20,2,7,4,95,10,9,10,10,10,10,f,flexible,f,f,0.14
1345,200,none,within an hour,1,f,1,f,51.55619035,-0.045786611,House,Entire home/apt,4,1,2,3,Real Bed,150,90,2,15,3,1125,4,100,10,10,10,10,10,9,f,moderate,f,f,0.31
1346,50,none,within an hour,1,t,1,f,51.455058,-0.137228723,House,Private room,2,1,1,1,Real Bed,0,5,1,0,1,7,54,99,10,10,10,10,10,10,f,moderate,f,f,5.4
1347,36,none,within an hour,1,f,2,f,51.53924075,-0.058586177,Apartment,Private room,2,1,1,1,Real Bed,100,15,1,10,1,1125,12,96,10,10,10,10,10,9,t,moderate,f,f,1.19
1348,80,none,within an hour,1,f,1,t,51.53456686,-0.054344432,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,30,1,20,2,1125,18,99,10,10,9,10,9,10,t,strict_14_with_grace_period,f,f,0.82
1349,126,none,within an hour,1,f,4,f,51.55527526,-0.122614366,Apartment,Entire home/apt,7,1,3,4,Real Bed,0,50,5,0,1,1125,6,93,10,10,10,10,9,9,t,flexible,f,f,1.75
1350,99,none,N/A,N/A,f,1,f,51.52573723,-0.197795347,Apartment,Entire home/apt,2,1,1,1,Real Bed,0,0,1,0,2,1125,5,96,10,9,10,10,9,10,f,moderate,f,f,0.78
1351,135,none,N/A,N/A,f,1,f,51.53423367,-0.102738251,Apartment,Entire home/apt,3,1,1,2,Real Bed,100,50,1,0,2,1125,6,100,10,10,9,10,10,9,f,strict_14_with_grace_period,f,f,0.38
1352,60,none,within an hour,1,f,21,f,51.53121525,-0.103831167,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,30,1,0,1,45,0,,,,,,,,f,strict_14_with_grace_period,f,f,
1353,26,none,N/A,N/A,f,1,t,51.53876398,-0.204241035,Apartment,Private room,2,1,1,1,Real Bed,,30,1,0,2,40,1,,,,,,,,t,moderate,f,f,0.03
1354,40,none,within an hour,1,f,31,f,51.49747511,-0.105959948,Townhouse,Private room,2,2.5,1,1,Real Bed,,10,1,10,1,1125,79,92,10,9,10,9,10,9,t,strict_14_with_grace_period,f,f,5.85
1355,109,none,N/A,N/A,f,2,f,51.49899235,-0.164867197,Apartment,Private room,2,1.5,1,1,Real Bed,,20,1,0,1,1125,13,97,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.2
1356,275,none,N/A,N/A,f,1,f,51.47726697,-0.202626069,Apartment,Entire home/apt,4,2,2,2,Real Bed,0,67,1,0,14,31,0,,,,,,,,t,strict_14_with_grace_period,f,f,
1357,30,none,within an hour,1,f,1,t,51.44852028,-0.124966675,Apartment,Private room,2,1,1,1,Real Bed,0,0,1,0,6,14,6,63,7,6,10,10,9,7,t,flexible,f,f,0.14
1358,170,none,N/A,N/A,f,1,t,51.51134022,-0.19306836,Apartment,Entire home/apt,6,2,2,2,Real Bed,,40,1,0,1,1125,0,,,,,,,,f,flexible,f,f,
1359,150,none,N/A,N/A,f,2,f,51.54548412,-0.186823576,Apartment,Entire home/apt,4,2,2,2,Real Bed,300,50,1,0,5,1125,1,100,10,4,10,10,10,10,f,flexible,f,f,0.24
1360,150,none,within a few hours,0.84,f,60,t,51.51927386,-0.119327865,Apartment,Entire home/apt,4,1,1,1,Real Bed,0,70,4,0,3,1125,14,63,7,8,8,8,9,8,t,strict_14_with_grace_period,f,f,0.3
1361,100,romantic,within an hour,0.95,f,10,t,51.5215604,-0.156370101,Apartment,Entire home/apt,2,1,0,0,Real Bed,0,60,1,15,3,1125,53,88,9,9,9,10,10,9,t,moderate,f,f,1.17
1362,100,none,within an hour,1,f,7,f,51.5168616,-0.070210253,Apartment,Entire home/apt,5,1,2,3,Real Bed,150,35,4,15,2,30,80,93,9,9,10,10,10,9,t,flexible,f,f,6.84
1363,35,none,N/A,N/A,f,1,f,51.54279125,-0.183094501,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,2,30,1,,,,,,,,t,flexible,f,f,0.07
1364,120,none,within an hour,1,f,15,f,51.51588028,-0.179591805,Apartment,Entire home/apt,4,1,1,1,Real Bed,150,86,1,0,1,1125,13,86,9,9,10,10,10,9,t,strict_14_with_grace_period,f,f,1.42
1365,91,none,within an hour,1,f,23,f,51.51072023,-0.0695536,Apartment,Entire home/apt,2,1,0,1,Real Bed,150,19,1,15,1,1125,7,94,10,10,10,10,9,9,t,strict_14_with_grace_period,f,f,1.65
1366,165,none,within an hour,1,f,38,t,51.49190482,-0.164201523,Serviced apartment,Entire home/apt,2,1,0,1,Real Bed,300,60,1,0,3,91,1,80,10,10,6,10,10,10,t,strict_14_with_grace_period,f,f,1
1367,102,none,within a day,0.97,f,12,t,51.53135641,-0.119646723,Apartment,Entire home/apt,4,1,1,2,Real Bed,150,60,2,10,1,30,44,85,9,9,9,9,10,9,f,strict_14_with_grace_period,f,f,0.85
1368,120,none,within an hour,1,t,1,t,51.48836077,-0.195606074,Apartment,Entire home/apt,4,1,2,2,Real Bed,,40,1,0,3,1125,37,98,10,10,10,10,10,10,f,moderate,f,f,1.39
1369,150,none,N/A,N/A,f,1,f,51.52471633,-0.116432358,Apartment,Entire home/apt,4,1,1,2,Real Bed,250,30,1,0,2,1125,2,50,5,6,6,6,8,5,t,strict_14_with_grace_period,f,f,0.13
1370,155,none,within an hour,1,f,1,f,51.4631839,-0.185150012,Apartment,Entire home/apt,2,2,1,2,Real Bed,600,30,1,30,3,1125,0,,,,,,,,f,flexible,f,f,
1371,60,none,N/A,N/A,f,2,f,51.46962484,-0.115932533,Apartment,Private room,2,2,1,1,Real Bed,,,1,15,1,1125,0,,,,,,,,t,strict_14_with_grace_period,f,f,
1372,50,none,N/A,N/A,f,1,f,51.55409562,-0.241570292,House,Private room,2,2,1,4,Real Bed,,,1,0,2,7,0,,,,,,,,f,flexible,f,f,
1373,48,family,within an hour,1,f,2,t,51.52862947,-0.144381966,Apartment,Private room,3,1.5,1,1,Real Bed,,7,1,16,1,1125,443,92,10,10,10,10,9,9,t,moderate,f,f,8.28
1374,114,none,a few days or more,0.25,f,1,t,51.54990761,-0.073732184,Apartment,Entire home/apt,2,1,1,1,Real Bed,,10,1,0,3,100,5,85,9,9,8,9,8,9,f,strict_14_with_grace_period,f,f,0.11
1375,75,none,within an hour,1,f,4,f,51.5217884,-0.049707973,Apartment,Entire home/apt,4,1,1,2,Real Bed,0,15,1,0,1,1125,24,72,8,6,9,9,9,7,t,moderate,f,f,3.17
1376,42,none,within an hour,1,t,1,t,51.47347474,-0.112237849,House,Private room,2,1.5,1,2,Real Bed,0,10,1,4,2,90,97,100,10,10,10,10,10,10,f,flexible,f,f,3.54
1377,80,none,within an hour,1,f,2,f,51.46533224,-0.113012841,Apartment,Entire home/apt,2,1,0,1,Real Bed,,,1,0,3,10,0,,,,,,,,f,flexible,f,f,
1378,70,none,N/A,N/A,f,1,f,51.55469252,-0.058595457,Other,Entire home/apt,2,0.5,0,1,Real Bed,,20,1,0,2,22,1,100,10,8,10,10,10,10,t,flexible,f,f,0.04
1379,40,none,N/A,N/A,f,1,t,51.53237763,-0.062122028,Apartment,Private room,2,1,1,1,Real Bed,,15,1,20,1,1125,0,,,,,,,,f,flexible,f,f,
1380,35,none,within an hour,0.9,f,1,f,51.54657942,-0.127841363,Apartment,Private room,1,1,1,1,Real Bed,,,1,0,1,31,8,68,9,7,9,9,9,8,t,strict_14_with_grace_period,f,f,2.18
1381,60,none,within an hour,1,f,23,f,51.49394371,-0.104029715,House,Private room,2,2.5,1,1,Real Bed,,25,1,0,2,1125,27,94,9,10,10,10,10,9,f,strict_14_with_grace_period,f,f,2.22
1382,110,none,N/A,N/A,f,1,f,51.55366537,-0.13478036,Apartment,Entire home/apt,2,1,1,1,Real Bed,,,1,0,4,1125,0,,,,,,,,f,flexible,f,f,
1383,70,none,N/A,N/A,f,1,t,51.48463095,-0.188128267,Apartment,Private room,2,1,1,1,Real Bed,,20,1,0,2,1125,1,80,10,8,10,6,10,8,f,moderate,f,f,0.03
1384,127,none,within an hour,0.97,f,61,f,51.49270163,-0.162709196,Apartment,Entire home/apt,4,1,1,2,Real Bed,0,40,1,0,3,1125,0,,,,,,,,t,moderate,f,f,
1385,60,none,a few days or more,0.4,f,2,t,51.51693544,-0.165401087,Apartment,Private room,2,1,1,1,Real Bed,79,25,1,30,1,30,0,,,,,,,,t,flexible,f,f,
1386,33,none,within a few hours,1,f,1,f,51.53029006,-0.021662433,Apartment,Private room,2,1,1,1,Real Bed,100,0,1,0,1,1125,5,80,9,8,10,9,10,9,f,flexible,f,f,1.04
1387,50,none,within a few hours,1,t,2,f,51.50096886,-0.227705311,Apartment,Private room,2,1,1,1,Real Bed,,,1,0,2,1125,34,99,10,10,10,10,10,10,f,moderate,f,f,0.69
1388,87,none,within a few hours,0.92,f,90,t,51.51299176,-0.183737879,Apartment,Entire home/apt,3,1,1,2,Real Bed,0,0,1,0,2,180,11,80,9,8,9,9,9,8,f,strict_14_with_grace_period,f,f,0.73
1389,45,none,N/A,N/A,f,1,t,51.54595564,-0.065210305,House,Private room,1,1,1,1,Real Bed,200,,1,10,2,1125,0,,,,,,,,f,flexible,f,f,
1390,105,none,within an hour,1,t,3,f,51.47681345,-0.207456121,Apartment,Entire home/apt,2,1,1,1,Real Bed,300,50,2,50,2,1124,17,100,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,3.15
1391,85,none,N/A,N/A,t,1,t,51.48972243,-0.190426058,Loft,Private room,2,1,1,0,Real Bed,0,20,1,0,2,3,68,98,10,10,10,10,10,10,f,flexible,f,f,3.27
1392,80,none,N/A,N/A,f,1,f,51.47406684,-0.248609736,Apartment,Private room,1,1,1,1,Real Bed,,,1,0,1,30,0,,,,,,,,t,flexible,f,f,
1393,120,none,within an hour,1,f,16,f,51.49359555,-0.191908932,Apartment,Entire home/apt,2,1,0,0,Real Bed,500,75,2,0,3,1125,6,97,10,10,10,9,10,9,t,strict_14_with_grace_period,f,f,0.59
1394,100,none,within a day,0.85,f,2,t,51.49090989,-0.099077386,Apartment,Entire home/apt,5,1,2,2,Real Bed,82,30,4,30,1,1125,23,82,9,7,9,9,9,8,f,moderate,f,f,1.03
1395,128,none,within an hour,0.67,f,6,f,51.49994252,-0.024085425,Apartment,Entire home/apt,2,1,1,1,Real Bed,250,68,1,10,10,1125,1,100,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,1
1396,395,none,within an hour,0.97,f,52,t,51.51362395,-0.19880352,Serviced apartment,Entire home/apt,6,2,3,3,Real Bed,1000,50,1,0,3,1125,0,,,,,,,,f,strict_14_with_grace_period,f,f,
1397,250,none,within an hour,1,t,1,f,51.51018849,-0.128537674,Apartment,Entire home/apt,8,1,2,5,Real Bed,0,70,1,0,2,1125,20,98,10,9,10,10,10,9,t,strict_14_with_grace_period,f,f,4.84
1398,83,none,within an hour,1,f,11,f,51.45714166,-0.114620413,Apartment,Entire home/apt,4,1,2,2,Real Bed,200,80,1,0,6,200,11,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1.73
1399,163,none,within an hour,0.98,f,58,f,51.52683966,-0.077920026,Apartment,Entire home/apt,8,1,2,4,Real Bed,300,35,1,0,1,1125,9,100,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,1.99
1400,39,none,within an hour,1,f,6,t,51.53141153,-0.209246713,Apartment,Private room,2,2.5,1,1,Real Bed,,,1,0,3,30,0,,,,,,,,t,moderate,f,f,
1401,75,none,within an hour,1,f,19,t,51.50821342,-0.131545193,Apartment,Private room,2,0,1,1,Real Bed,150,60,1,25,2,1125,4,75,10,8,9,10,10,8,f,strict_14_with_grace_period,f,f,0.47
