index,age,duration,previous,housing_yes,default_yes,loan_yes,poutcome_other,poutcome_success,poutcome_unknown,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,y_yes
2332,30,470,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2333,36,90,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2334,33,350,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2335,33,31,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2336,35,156,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2337,24,299,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2338,29,510,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2339,54,177,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2340,27,123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2341,34,270,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2342,39,225,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2343,38,63,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2344,37,247,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2345,26,206,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2346,36,168,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2347,35,836,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2348,30,131,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2349,25,89,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2350,34,116,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2351,52,58,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2352,39,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2353,34,240,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2354,34,132,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2355,30,544,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2356,33,266,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2357,30,443,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2358,51,324,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2359,36,15,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2360,48,263,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2361,37,199,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2362,58,145,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2363,56,56,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2364,34,11,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2365,33,411,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2366,26,165,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2367,40,619,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2368,35,203,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2369,45,254,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2370,37,1149,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2371,35,189,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2372,43,707,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2373,28,196,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2374,32,171,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2375,26,1451,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2376,35,563,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2377,35,239,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2378,39,73,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2379,42,203,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2380,32,158,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2381,30,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2382,26,160,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2383,30,661,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2384,32,166,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2385,47,114,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2386,33,58,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2387,57,25,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2388,35,121,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2389,53,226,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2390,24,234,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2391,54,88,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2392,31,85,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2393,41,134,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2394,44,251,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2395,35,152,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2396,30,202,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2397,43,379,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2398,51,123,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2399,60,156,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2400,43,332,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2401,31,90,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2402,56,291,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2403,42,23,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2404,52,122,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2405,40,105,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2406,36,1143,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2407,40,70,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2408,46,264,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2409,32,204,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2410,31,182,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2411,41,386,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2412,58,295,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2413,36,86,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2414,52,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2415,42,413,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2416,32,323,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2417,62,78,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2418,31,121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2419,41,477,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2420,34,265,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2421,44,418,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2422,42,386,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2423,37,594,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2424,47,161,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2425,32,450,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2426,46,217,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2427,39,136,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2428,28,322,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2429,26,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2430,52,189,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2431,42,250,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2432,33,123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2433,73,427,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2434,35,632,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2435,40,101,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2436,51,467,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2437,37,640,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2438,39,517,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2439,28,160,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2440,49,177,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2441,36,206,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2442,45,208,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2443,29,169,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2444,35,287,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2445,35,505,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2446,30,284,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2447,46,89,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2448,25,138,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2449,36,321,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2450,42,262,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2451,57,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2452,42,217,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2453,29,192,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2454,36,174,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2455,31,292,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2456,59,240,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2457,50,282,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2458,47,128,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2459,46,161,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2460,26,291,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2461,31,356,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2462,30,294,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2463,47,422,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2464,23,806,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2465,44,227,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2466,42,560,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2467,32,135,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2468,28,361,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2469,57,246,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2470,38,419,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2471,22,449,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2472,54,71,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2473,32,357,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2474,32,164,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2475,59,263,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2476,45,146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2477,53,759,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2478,50,72,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2479,34,131,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2480,35,808,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2481,30,1183,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2482,62,123,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2483,40,483,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2484,26,238,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2485,34,90,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2486,50,464,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2487,31,385,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2488,35,240,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2489,55,104,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2490,34,109,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2491,58,598,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2492,50,274,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2493,31,123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2494,47,70,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2495,38,260,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2496,46,190,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2497,42,521,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2498,34,228,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2499,37,466,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2500,38,74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2501,59,57,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2502,32,119,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2503,55,124,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2504,35,65,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2505,56,127,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2506,27,172,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2507,42,174,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2508,42,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2509,41,232,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2510,53,161,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2511,67,124,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2512,53,701,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2513,33,162,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2514,31,431,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2515,31,191,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2516,30,249,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2517,48,189,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2518,30,167,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2519,43,73,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2520,38,162,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2521,46,235,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2522,59,44,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2523,44,127,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2524,35,93,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2525,55,143,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2526,39,81,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2527,36,77,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2528,33,115,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2529,48,125,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2530,33,53,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2531,67,77,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2532,48,45,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2533,57,74,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2534,31,169,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2535,30,269,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2536,56,52,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2537,26,246,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2538,44,218,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2539,44,167,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2540,31,316,9,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2541,47,142,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2542,30,75,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2543,37,204,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2544,56,542,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2545,43,122,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2546,42,70,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2547,60,266,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2548,34,34,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2549,34,203,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2550,41,85,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2551,38,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2552,23,13,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2553,33,562,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2554,36,185,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2555,49,158,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2556,34,515,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2557,40,60,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2558,72,173,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2559,43,353,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2560,44,143,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2561,35,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2562,46,466,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2563,55,85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2564,50,148,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2565,23,123,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2566,34,121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2567,40,245,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2568,61,215,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2569,53,190,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2570,57,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2571,28,171,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2572,25,62,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2573,38,172,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2574,27,78,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2575,45,319,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2576,31,111,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2577,39,158,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2578,42,82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2579,46,128,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2580,36,102,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2581,30,124,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2582,32,334,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2583,52,134,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2584,31,218,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2585,60,313,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2586,35,207,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2587,38,262,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2588,46,134,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2589,45,197,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2590,59,214,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2591,34,1165,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2592,33,177,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2593,46,141,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2594,48,164,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2595,31,151,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2596,32,145,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2597,35,111,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2598,36,217,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2599,52,253,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2600,45,74,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2601,34,263,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2602,25,233,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2603,26,402,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2604,57,585,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2605,48,145,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2606,48,143,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2607,32,524,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2608,58,270,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2609,57,272,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2610,31,187,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2611,33,268,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2612,53,183,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2613,36,123,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
